f0,f1,f2,f3,label
4.162555346294052327e+00,3.624050913789880646e+00,-2.578299514788528590e+00,1.703395645341595488e+00,3.000000000000000000e+00
-4.817037780515511791e+00,9.035610365251589116e+00,-5.406581559281482541e-01,9.412720534889546187e+00,9.000000000000000000e+00
-9.467198472140635701e+00,-5.570660409964702353e+00,-8.895325407436629916e+00,3.277215415183379221e+00,1.000000000000000000e+01
5.902627703909953283e+00,9.003127475141804226e+00,8.691448556695970495e+00,6.974285752971471020e+00,1.400000000000000000e+01
1.368575788048411068e+00,1.692313145808220121e+00,-8.509626499908014452e+00,2.143378099328598463e+00,1.100000000000000000e+01
6.513743464905295433e+00,-7.401942269141075670e+00,3.657766276344647238e+00,3.220415318150403827e+00,8.000000000000000000e+00
-3.288999167424075942e+00,-5.668229892138858528e-01,-9.157679395535449629e+00,1.422133468294181302e+00,1.200000000000000000e+01
5.688123090005829496e+00,9.117296055596119331e+00,7.855628656558380385e+00,7.219057557155767135e+00,1.400000000000000000e+01
7.699653366840436775e+00,2.166080697379333397e+00,-2.782305709386049930e+00,6.539749755904869843e+00,6.000000000000000000e+00
6.188220892618203628e+00,-6.753525163517910102e+00,3.921605980447775419e+00,5.261885086439169967e+00,8.000000000000000000e+00
5.191910758861510988e-01,-9.911786241002378262e+00,4.349444705175317338e+00,8.244382192617887739e+00,4.000000000000000000e+00
-3.194728815083594409e+00,2.616151997792035999e+00,-8.259178823538832148e+00,-2.802847093013909774e+00,5.000000000000000000e+00
5.824073233960818996e+00,8.367361809506187242e+00,8.991112312012310426e+00,5.824515065561009841e+00,1.400000000000000000e+01
7.293124217863967473e+00,4.778074320405068853e+00,-1.518615514464890293e+00,5.889286505358700019e+00,6.000000000000000000e+00
-9.104670532704577823e+00,-6.886543295278140242e+00,-7.610686816491861073e+00,2.265998055528113397e+00,1.000000000000000000e+01
6.709043043635384507e+00,-7.555247927630778904e+00,4.294279886708482152e+00,4.457491695620983130e+00,8.000000000000000000e+00
-7.352746192688852656e-01,-1.087585614454756033e+01,4.920277943145976884e+00,8.094691468612127849e+00,4.000000000000000000e+00
-2.535470125898391380e+00,2.651432493206418606e+00,-7.406217776388094975e+00,-2.756009201689316068e+00,5.000000000000000000e+00
-5.772696651424078063e+00,3.079451314128599293e+00,-1.624661931958258920e+00,5.661815101082640744e+00,0.000000000000000000e+00
-7.297156384360368619e+00,3.580564183014431912e+00,-2.963729249972598900e+00,4.629145663509180331e+00,0.000000000000000000e+00
-4.615892435000867877e+00,7.490578112809672895e+00,-2.123306244388784014e-01,9.172681907793840850e+00,9.000000000000000000e+00
3.166097923600287967e+00,4.468852397822051792e+00,-2.204296253907522374e+00,1.693394603004491294e+00,3.000000000000000000e+00
-2.610709739626489334e+00,1.528475364243608414e+00,6.261067152695479976e+00,-1.936106551121049568e+00,7.000000000000000000e+00
6.269440581877624430e-01,-1.043890673911863409e+01,6.423841079037331703e+00,8.084652193938556053e+00,4.000000000000000000e+00
-6.655939992219580326e+00,9.531218795406225297e+00,-2.190902704111765686e+00,9.244373242399888113e+00,9.000000000000000000e+00
5.728605652412572802e+00,-7.573702214653428300e+00,3.883640477355216891e+00,4.544511251560603426e+00,8.000000000000000000e+00
3.440729015336680074e+00,4.454017528526097891e+00,-2.918415276627944532e+00,4.266422575441239928e-01,3.000000000000000000e+00
1.541307453918226322e+00,-9.463442929255696967e+00,6.143640091234614520e-01,8.270617078356991669e+00,1.300000000000000000e+01
-6.701414141977551253e+00,7.700064720317311817e+00,-4.885013591071815098e-01,7.223641793149795376e+00,9.000000000000000000e+00
8.622166083957619520e+00,2.895492426279932197e+00,-2.206666745953246966e+00,5.700920663460268045e+00,6.000000000000000000e+00
-3.710433386320739046e+00,3.572151712610204477e+00,-8.936929282206509839e+00,-2.103667613244572632e+00,5.000000000000000000e+00
-6.510415341094485164e+00,8.155994043642602165e+00,-3.361705775222892267e+00,7.267641449130894493e+00,9.000000000000000000e+00
6.067583585977448735e+00,-4.687586416548836787e+00,-5.327809834302137837e+00,5.998675148658477951e+00,1.000000000000000000e+00
8.364342546656871491e+00,7.671588625100457470e+00,-3.605897018107394381e+00,1.196699774073179290e+00,2.000000000000000000e+00
-2.940401868472422020e+00,-3.123372163864921447e-01,-7.543480690627630381e+00,1.920106653809257935e+00,1.200000000000000000e+01
9.231732820096119951e+00,3.147773470692207365e+00,-2.248610068760788394e+00,5.087413042255754192e+00,6.000000000000000000e+00
9.775319360204351327e+00,5.758201146246598512e+00,-4.920504518266007210e+00,4.004423809623852137e-01,2.000000000000000000e+00
-4.772606265513179569e-01,-8.779176220926528273e+00,4.247557384717610240e+00,6.502545353268552653e+00,4.000000000000000000e+00
7.396071996695330775e+00,9.578878520299191734e+00,8.271982461637596984e+00,6.220364815901561428e+00,1.400000000000000000e+01
5.819339232017803454e+00,-4.358268082739627403e+00,-4.678589852628777024e+00,5.787489808975264438e+00,1.000000000000000000e+00
9.444450186797606506e+00,8.051438167090376297e+00,-1.991253399278809955e+00,-1.628443800129875108e-01,2.000000000000000000e+00
-2.516688342606108630e+00,1.104119876159176394e-01,-7.857740854367265548e+00,1.161208782234994796e+00,1.200000000000000000e+01
-3.986505537613350469e+00,3.498277653842915225e+00,-7.765849723335636057e+00,-4.562722641229019160e+00,5.000000000000000000e+00
3.528944510570093840e+00,3.907299534184276890e+00,-2.560047295066224304e+00,-6.711906237107243545e-01,3.000000000000000000e+00
-2.484458177452677941e+00,2.552582032512107357e+00,-8.804705686795722741e+00,-2.284187524116788826e+00,5.000000000000000000e+00
5.036114524705461726e+00,-4.740533923753840639e+00,-4.002235448394180217e+00,6.319683998787109402e+00,1.000000000000000000e+00
4.491886406448862168e+00,9.550203157928661923e+00,7.521742252226474967e+00,6.191993939020520088e+00,1.400000000000000000e+01
5.843484576512902429e+00,-6.326011400672946650e+00,4.038957399432980822e+00,3.303705048890269058e+00,8.000000000000000000e+00
-7.868787285031975109e+00,-7.185900680364872173e+00,-7.470613074509261153e+00,3.761717187377674243e+00,1.000000000000000000e+01
-4.058790784800275553e+00,5.419838128211704742e-01,5.868279654905448339e+00,-1.525643011069292676e+00,7.000000000000000000e+00
-5.840647775856374402e+00,3.154787385735131178e+00,-1.064354638056345337e+00,4.044277359313644737e+00,0.000000000000000000e+00
3.939531773440031692e+00,-5.350352067960701063e+00,-4.051878082687027316e+00,6.694657397899522522e+00,1.000000000000000000e+00
-2.288255258441362905e+00,2.906193040915280523e+00,-9.139877212728816147e+00,-3.129668617102858263e+00,5.000000000000000000e+00
8.118930312983699826e-01,-9.053238405625622320e+00,4.922667406422380765e+00,7.926354762889945782e+00,4.000000000000000000e+00
9.979871600866147219e+00,8.886377570825793271e+00,-2.820005039292573290e+00,1.189761236197647426e-01,2.000000000000000000e+00
5.301007533169860508e+00,3.727034872506065355e+00,-3.081371753128254731e+00,1.917086042789144518e+00,3.000000000000000000e+00
-3.685937875667515407e+00,3.034168568954674905e-01,-8.226050152971273732e+00,1.565818322248467620e+00,1.200000000000000000e+01
4.567072996289059716e+00,5.863514154974947878e+00,-2.353376306564650911e+00,8.321944091189767967e-01,3.000000000000000000e+00
6.937617609139834940e+00,-4.980787740467067515e+00,-5.018017560151333711e+00,6.517413219485979070e+00,1.000000000000000000e+00
-3.946932164168968526e+00,-8.813841932107199240e-01,-6.481525360285010251e+00,3.266955254426195054e+00,1.200000000000000000e+01
-6.715918189581620901e+00,2.791181504269370617e+00,-2.607855439148301535e+00,6.022140153586317268e+00,0.000000000000000000e+00
-2.627255475172431964e+00,1.402211369033163901e+00,7.662185246603860023e+00,-1.206711860382520873e+00,7.000000000000000000e+00
6.707180291047328602e+00,-4.777288225495771812e+00,-4.070659229115484834e+00,7.598326139932433776e+00,1.000000000000000000e+00
-5.464721429415723142e-01,-9.780836664314934481e+00,5.341122235813998032e+00,7.807302122850881432e+00,4.000000000000000000e+00
1.809613430799943634e+00,-2.276200448274405819e-01,-8.144679654863704599e+00,1.935936541003219435e+00,1.100000000000000000e+01
1.321474735172307957e+00,-8.290776115882062314e+00,3.231367517277988544e+00,8.282010190897285185e+00,1.300000000000000000e+01
5.405399585911983884e+00,1.035418488031639228e+01,8.962601474991910067e+00,6.785200110981774557e+00,1.400000000000000000e+01
6.222887814547462426e+00,-4.630399330095178456e+00,-4.939886594544775633e+00,6.229645674376424580e+00,1.000000000000000000e+00
-4.170553715232919068e+00,8.869823789075791609e+00,-1.946148607101864325e+00,6.810512966429890014e+00,9.000000000000000000e+00
8.282600349136934881e+00,2.939326117684440742e+00,-1.763159084594536408e+00,5.212657576999734310e+00,6.000000000000000000e+00
-3.970882468725541070e+00,3.241792345366010242e-01,8.301343527682693235e+00,-3.898374782278571260e+00,7.000000000000000000e+00
-6.878986474410456076e+00,2.709533765515844461e+00,-8.160181599355106341e-01,5.112107379926423611e+00,0.000000000000000000e+00
5.094247532036507486e+00,-5.241803717997382428e+00,-5.272765033706598103e+00,7.003322113296923668e+00,1.000000000000000000e+00
-5.242613352352765155e+00,1.010551983627773254e+01,-1.048525411253526940e+00,7.523813977383484008e+00,9.000000000000000000e+00
5.528867186577618220e+00,8.791929220723998739e+00,1.010268014410768878e+01,7.026402538741881365e+00,1.400000000000000000e+01
4.561918168459413447e-01,1.000864599290236079e+00,-9.303629301106029814e+00,2.335194831767055668e+00,1.100000000000000000e+01
3.054552638981537616e+00,2.055540698104676878e+00,-1.076265330757716043e+01,-1.642787640378318148e-01,1.100000000000000000e+01
4.380989435806951882e+00,5.161366271852055654e+00,-1.209680748146334972e+00,6.595078453955648401e-01,3.000000000000000000e+00
-5.860310451549350930e+00,8.359175225526200848e+00,-6.464220225689043531e-01,9.632416920696396545e+00,9.000000000000000000e+00
3.224234654467307504e+00,4.471771712248755470e+00,-1.849748301973504372e+00,1.485949586258414001e+00,3.000000000000000000e+00
-8.147865256769883047e+00,-6.564479462861241288e+00,-8.828029784362943388e+00,3.154558475466420209e+00,1.000000000000000000e+01
3.540746839825513970e+00,5.115776707118114608e+00,-3.085702825916037284e+00,6.545128162626594470e-01,3.000000000000000000e+00
1.700887884878433898e+00,1.990389451737337057e+00,-9.049974264571446270e+00,2.263693452247570015e+00,1.100000000000000000e+01
8.147241586405419511e+00,7.308793610694636733e+00,-9.735758150866220539e-01,-6.054714396716496250e-01,2.000000000000000000e+00
3.576444875079691776e+00,3.701353968171770425e+00,-1.763820523628986781e+00,2.008941199735370109e+00,3.000000000000000000e+00
1.028455947126197811e-01,-1.043710273396812482e+01,6.256205964243739537e+00,8.275798825913717849e+00,4.000000000000000000e+00
6.954368222703246616e+00,-7.169048006660321271e+00,4.512247376943790300e+00,4.484212895910356877e+00,8.000000000000000000e+00
-4.471136366125422201e-01,-1.027847519555258415e+01,5.308325570610672450e+00,6.134887214408242251e+00,4.000000000000000000e+00
1.829394383248168499e+00,-1.057332148004162775e+01,3.082555671041608658e+00,7.512874794728394257e+00,1.300000000000000000e+01
1.920755386316736146e+00,-8.329022674438915530e+00,2.728957077471016124e+00,9.056585453896349946e+00,1.300000000000000000e+01
-7.408220687235295365e+00,8.146068021850501495e+00,-3.074978580751866808e+00,8.285925961268555184e+00,9.000000000000000000e+00
-4.383521608915303958e+00,9.477967220512207192e+00,6.084812848439846711e-02,8.296308929201908100e+00,9.000000000000000000e+00
-4.545128095751113761e+00,1.528070389578426447e+00,-1.075938510435550111e+00,6.270948173729071762e+00,0.000000000000000000e+00
-2.645772815037717773e+00,1.928293880250094627e+00,-8.290530465898962476e+00,-3.512259804583888645e+00,5.000000000000000000e+00
7.126756960533821683e+00,2.879135606555261351e+00,-2.175027794655870927e+00,6.768207644492729713e+00,6.000000000000000000e+00
2.092349546850676312e+00,9.572541542733813413e-01,-9.183334428240081948e+00,7.995522410416564529e-01,1.100000000000000000e+01
2.255394352182693130e+00,1.957883871181272384e-01,-8.606778914383610868e+00,1.006445747417859859e+00,1.100000000000000000e+01
1.447291708485432427e+00,3.149801943612373645e-01,-8.791149566615487743e+00,2.834182915653874701e+00,1.100000000000000000e+01
3.686854420754735795e+00,5.140568593547847343e+00,-2.320609399946521378e+00,1.028822939130007219e+00,3.000000000000000000e+00
-8.312839359659328409e+00,-5.716898625541958268e+00,-1.025623794128429900e+01,2.147645169791014386e+00,1.000000000000000000e+01
3.431351046636642366e+00,5.565210391276744772e+00,-2.487707630460023189e+00,1.361553614398633538e+00,3.000000000000000000e+00
-5.608884807689670460e+00,3.229525877374569642e+00,-1.342827946791167015e+00,7.599786577347416028e+00,0.000000000000000000e+00
-5.629700638837006110e+00,8.791311828616889201e+00,-6.354359776820552863e-01,8.384023990288142159e+00,9.000000000000000000e+00
-1.617665140896675513e-01,-9.037550665307115594e+00,6.248067703491539504e+00,7.477187487902625662e+00,4.000000000000000000e+00
1.228071832295386079e+00,-9.853189938745790855e+00,5.617406935948837443e+00,7.961765214413552449e+00,4.000000000000000000e+00
-9.604592605698233143e+00,-5.955875382628113890e+00,-9.083809879855236247e+00,3.124489285787118931e+00,1.000000000000000000e+01
9.189602271821540214e+00,3.333693045513327569e+00,-2.935102694164581028e+00,4.887067089316315283e+00,6.000000000000000000e+00
5.262370321282056063e-01,-9.703098872661653829e+00,6.029738761875194974e+00,8.145276871236129423e+00,4.000000000000000000e+00
6.790832209218097937e+00,-6.030930594893618490e+00,3.140759214089288598e+00,3.858895921579184041e+00,8.000000000000000000e+00
-5.224055707622768274e+00,2.755272579534182142e+00,-1.950282893618966451e+00,5.943235642104376382e+00,0.000000000000000000e+00
7.875461059021624521e+00,3.381644418925965123e+00,-2.193370305459046321e+00,6.536758827836219865e+00,6.000000000000000000e+00
-2.823464622074721930e+00,-5.386970333012764955e-01,-8.608802829708503523e+00,1.074839570782376352e+00,1.200000000000000000e+01
-7.182091422503122047e+00,3.872559126761236925e+00,-1.529052186313210271e+00,5.623362775821701298e+00,0.000000000000000000e+00
5.312428640108543654e+00,-7.226219356601828459e+00,4.148968109749672450e+00,4.907902312232977238e+00,8.000000000000000000e+00
1.985919984867095422e+00,-1.045714806407279696e+01,2.679939680372004140e+00,7.884136824812248534e+00,1.300000000000000000e+01
-4.219431748183341213e+00,2.559384560137957232e-01,-8.188760675351721474e+00,1.620505846955796247e+00,1.200000000000000000e+01
5.014689488307904952e+00,-5.366366858103281956e+00,-3.673920520941464041e+00,6.801889896802348900e+00,1.000000000000000000e+00
-7.167733330863139685e+00,2.641739592918596724e+00,-7.805865633612256715e-01,7.918246938155037995e+00,0.000000000000000000e+00
-9.303583395101757691e-01,-1.034583822904679096e+01,4.731142370216891102e+00,7.998685133223842669e+00,4.000000000000000000e+00
2.904768608306048661e-01,-8.041524686883063211e+00,4.933628646657282069e+00,8.275506068940940096e+00,4.000000000000000000e+00
-7.684657357535235711e+00,-6.364025411951447886e+00,-9.659467887266435682e+00,3.429021659943337408e+00,1.000000000000000000e+01
5.128934779745254247e+00,-4.527394523527861203e+00,-4.928556777734192984e+00,6.921913120938113728e+00,1.000000000000000000e+00
-9.022512530069155545e+00,-6.499106909342828864e+00,-9.675722341940371507e+00,2.795205652985758515e+00,1.000000000000000000e+01
-4.754434410861877680e+00,2.613722805324506737e+00,6.748294451668773064e+00,-1.000150787802778662e+00,7.000000000000000000e+00
2.993194116404778171e+00,4.028889413271601327e+00,-1.219019261820821542e+00,3.619240812189491452e-01,3.000000000000000000e+00
1.352780281476937185e+00,-1.026578199647921608e+01,1.300027192245464702e+00,9.426040477948552265e+00,1.300000000000000000e+01
4.147070008430400634e+00,-5.276246970903280875e+00,-5.069537259809314023e+00,5.950943609516174071e+00,1.000000000000000000e+00
3.278849485008760833e+00,4.763936645073330922e+00,-4.106588395771042066e+00,-1.535573969365500169e-01,3.000000000000000000e+00
1.240026482685498088e+00,-9.051789226844970671e+00,2.166408291267904573e+00,7.574373647019056577e+00,1.300000000000000000e+01
-4.398672134586622207e+00,-4.357515564783498441e-01,7.147764694994207524e+00,3.664151136432878264e-01,7.000000000000000000e+00
-3.738300023792029858e+00,8.691868070490759157e-01,7.714267321745172268e+00,-1.114854937578690697e+00,7.000000000000000000e+00
-3.138415896373101255e+00,8.113610684355676561e-01,-8.942267501315257050e+00,-4.050395719413065976e+00,5.000000000000000000e+00
5.559476408448202456e+00,-3.952985617415252229e+00,-5.849955059968567461e+00,6.109364809318567069e+00,1.000000000000000000e+00
5.410865119974031856e+00,-8.049021382859880447e+00,3.791215043917002703e+00,5.102757093959023216e+00,8.000000000000000000e+00
6.298273446516877705e+00,-7.523978595782316425e+00,3.556900014572530910e+00,4.153601924340177831e+00,8.000000000000000000e+00
1.991669682070182468e+00,4.272992617543117433e+00,-2.368837875283631877e+00,5.902016711705970753e-01,3.000000000000000000e+00
9.424438116780420316e+00,7.236283342728436097e+00,-3.568076713197603667e+00,1.360850850930343858e+00,2.000000000000000000e+00
2.036686317110132816e+00,-2.384693839157631112e-01,-9.866545680708746602e+00,1.400470607569204162e+00,1.100000000000000000e+01
-4.522964224739749461e+00,9.926705408551162790e+00,-1.093539884561928410e+00,9.140730286296822271e+00,9.000000000000000000e+00
6.188762350843942883e+00,1.034947255196978944e+01,8.644304025006380954e+00,5.257088327683643314e+00,1.400000000000000000e+01
4.038399674705132725e+00,8.935529256928312236e+00,8.941020494506703997e+00,5.441481209871752434e+00,1.400000000000000000e+01
5.214819294497621271e-01,1.649765803452616364e+00,-8.071453316722440263e+00,2.533158236542608854e+00,1.100000000000000000e+01
7.667455639994171790e+00,3.417424763780467334e+00,-1.491206700267556418e+00,6.486112012187247089e+00,6.000000000000000000e+00
-3.008309734668612734e+00,9.820721190032801751e-01,6.927542794926162095e+00,-1.229630387109426515e+00,7.000000000000000000e+00
3.215137888734779459e+00,-9.882522249540354409e+00,3.175395506430929604e+00,9.160560908960595938e+00,1.300000000000000000e+01
-9.535602816501905110e+00,-6.797407931265726511e+00,-9.836008971800632494e+00,3.945350034354045299e+00,1.000000000000000000e+01
-2.978798767396011904e+00,3.358459265077934575e+00,-7.205720114988025671e+00,-2.798887270094694735e+00,5.000000000000000000e+00
6.088962123297770646e+00,8.811749334559181079e+00,7.985537346161169836e+00,5.258306659735707989e+00,1.400000000000000000e+01
-6.910614443246334559e+00,4.048449781419037663e+00,-1.063875186360994540e+00,4.785044386874622191e+00,0.000000000000000000e+00
-8.398791887619260876e+00,-5.684000065448478800e+00,-8.678672223053119694e+00,2.312880020679651594e+00,1.000000000000000000e+01
-7.326783361469694000e+00,-5.480945258874196924e+00,-8.842660837750793590e+00,3.209552714396105344e+00,1.000000000000000000e+01
-3.907011025787727299e+00,3.701352418098187158e-01,7.034540677261907682e+00,-1.734366369506885608e+00,7.000000000000000000e+00
-3.403739281620162593e+00,1.634367790645110174e+00,6.470948942713044438e+00,-1.566413814191973231e+00,7.000000000000000000e+00
-3.983381357110014065e+00,8.601206256247320159e-01,-7.338407157741431597e+00,2.008205037751997324e+00,1.200000000000000000e+01
-5.977966196419036038e+00,2.563156724232197092e+00,-5.925434331696780577e-01,7.221999248352345191e+00,0.000000000000000000e+00
5.938400569622928948e+00,-6.081026286317859686e+00,4.568973221710722399e+00,3.905991271471934478e+00,8.000000000000000000e+00
5.853458931552680156e+00,-7.300402464389896373e+00,2.786561766133523133e+00,3.584109315341450941e+00,8.000000000000000000e+00
5.959517202932449464e+00,-4.135764269712048247e+00,-5.393982049444148608e+00,4.933304834642913583e+00,1.000000000000000000e+00
-9.821872457079203755e+00,-5.639491167105944669e+00,-8.353721510384344739e+00,2.567814975064834915e+00,1.000000000000000000e+01
-4.999482476565381361e+00,8.772604444837272197e+00,-1.369873589725549845e-01,9.229329528890128032e+00,9.000000000000000000e+00
2.853712096451542113e+00,1.423647854342069863e+00,-9.828384969821238215e+00,2.405611312050056849e+00,1.100000000000000000e+01
8.532009573432622673e+00,7.465980427392966412e+00,-3.978438477730420253e+00,-9.190016169956230496e-02,2.000000000000000000e+00
-5.085157208766857728e+00,9.476429819159063683e+00,-1.999288779967886009e+00,8.974358204067108602e+00,9.000000000000000000e+00
-2.097674691230198007e+00,2.034796810969877079e+00,7.832589625327116778e+00,-9.226778625327394234e-01,7.000000000000000000e+00
-3.239753535468164802e+00,1.704900659457270873e+00,6.976588135281612146e+00,-8.520686656194609299e-01,7.000000000000000000e+00
6.069103663053904141e-01,-9.970304401660744276e+00,2.530434327353999979e+00,7.803216109298366732e+00,1.300000000000000000e+01
-5.711283032919425295e+00,7.583233368306911082e+00,-2.236481056116438992e+00,8.439823114272011040e+00,9.000000000000000000e+00
1.787197420061711561e+00,1.359948854597019086e+00,-1.038420188142652734e+01,2.229779193801683768e+00,1.100000000000000000e+01
2.732385010992266494e-01,-9.284301982604016956e+00,2.846502600801189331e+00,7.103281440683309356e+00,1.300000000000000000e+01
-9.856227949736410920e+00,-5.764238745347878279e+00,-9.178682637168074976e+00,3.740338679932910360e+00,1.000000000000000000e+01
-8.996390566062482108e+00,-5.994013800725702446e+00,-9.269496064529052504e+00,4.124111829066344548e+00,1.000000000000000000e+01
8.931510443548384970e+00,8.060234784974499078e+00,-3.118201827987097108e+00,4.096706181554507498e-01,2.000000000000000000e+00
-2.434979532356768672e+00,2.688099224347626937e+00,-8.327798797194922997e+00,-2.453255768217872834e+00,5.000000000000000000e+00
-3.371856467558374870e+00,-1.455901414390156967e+00,-7.804317014072679193e+00,2.332526338297578938e+00,1.200000000000000000e+01
5.462875337817971300e+00,-4.334569309115273050e+00,-3.364317098055725541e+00,6.019474851891243539e+00,1.000000000000000000e+00
7.893878031039738730e+00,7.140747994406883237e+00,-2.994731679143260994e+00,1.888041747318983665e-01,2.000000000000000000e+00
1.372118700448624828e+00,6.363388386900340477e-01,-8.976943581914005321e+00,-1.898879100883037463e-01,1.100000000000000000e+01
9.050810958589172728e+00,2.890847891449166429e+00,-1.456852391554516846e+00,6.278437471662834390e+00,6.000000000000000000e+00
-5.649568801501142268e+00,8.025358178130218789e+00,-6.129288453470650433e-01,7.889062836019276936e+00,9.000000000000000000e+00
5.456214267676669394e+00,9.495069128061649266e+00,9.844036273092754641e+00,5.006260688086507038e+00,1.400000000000000000e+01
6.060803014460936389e+00,1.054164819030828149e+01,9.472913457975778329e+00,4.570123897891198439e+00,1.400000000000000000e+01
5.361386565763426315e-01,1.195992359567516150e+00,-9.590158357160175839e+00,1.938873879984358339e+00,1.100000000000000000e+01
5.498981487511910515e+00,9.962168419974984701e+00,1.010750478980113165e+01,5.572927774002967460e+00,1.400000000000000000e+01
3.850488612763787621e+00,4.071220195072652537e+00,-3.106445308387864923e+00,1.999762249939680769e+00,3.000000000000000000e+00
-5.082657979380007518e+00,9.556601923261400344e+00,-9.085343413990123462e-01,8.589908987332515622e+00,9.000000000000000000e+00
-7.838233299125904274e+00,-6.986319531413852424e+00,-7.266828309797755736e+00,2.090669801981234421e+00,1.000000000000000000e+01
5.622671761096968090e+00,-2.864886001043722707e+00,-3.216703582367093084e+00,5.538059844467685622e+00,1.000000000000000000e+00
4.491523282100055248e+00,-6.621699122200994658e+00,3.907177555497358679e+00,4.270112190787867412e+00,8.000000000000000000e+00
-2.964858403090480099e+00,3.041593656018549030e+00,-8.745789843185708179e+00,-1.885269313476987119e+00,5.000000000000000000e+00
-5.758041001127255143e+00,9.945870757178212784e+00,-5.601972262130258118e-01,9.368431151716864136e+00,9.000000000000000000e+00
1.302527402058890615e+00,-1.101461165562750111e+01,2.042016417531571371e+00,6.764843125494819809e+00,1.300000000000000000e+01
1.210806705356481938e-01,-8.239795141118598565e+00,2.392008452266638496e+00,8.972444052137323212e+00,1.300000000000000000e+01
-9.925563656710323368e-03,-9.323058753494688489e+00,5.742761999450198829e+00,6.951482084182208254e+00,4.000000000000000000e+00
-2.757679536710061718e+00,2.173665318856603079e+00,-7.972776215916022480e+00,-2.127171499519083131e+00,5.000000000000000000e+00
5.558083310581146463e+00,3.807139167924840084e+00,-1.723820414908488807e+00,7.176176701956513249e+00,6.000000000000000000e+00
6.044218103484569227e+00,-5.093652938740071967e+00,-3.212520700533422868e+00,5.953722290822171637e+00,1.000000000000000000e+00
1.734822193929728140e+00,2.429999829231802355e+00,-1.035594049255687743e+01,9.621561487237741961e-01,1.100000000000000000e+01
-5.664027435774849906e+00,2.473785570151330493e+00,-8.739313598169939912e-01,2.856358345775596330e+00,0.000000000000000000e+00
5.875226580935716925e+00,-8.511222564634850940e+00,4.546462806202433704e+00,4.150654975507003464e+00,8.000000000000000000e+00
-5.286129736533903944e+00,2.096935808383801447e+00,-1.374354746452957965e+00,6.418497669533683947e+00,0.000000000000000000e+00
5.542468794671189691e+00,-5.603619163667850067e+00,-4.918789253839722875e+00,6.169407196327076015e+00,1.000000000000000000e+00
8.008110986127190856e+00,3.564882392496280694e+00,-1.986074753034549945e+00,6.475778406977578783e+00,6.000000000000000000e+00
1.004849258774011922e+01,2.278755074268354441e+00,-2.362914235482078684e+00,6.437763979948677218e+00,6.000000000000000000e+00
-8.106832380279295203e-01,-1.093126241593970249e+01,6.363235710686205415e+00,8.471171165161504035e+00,4.000000000000000000e+00
9.879482428097408064e-01,-1.064039199315460316e+01,3.336495031006319500e+00,8.131585930638525639e+00,1.300000000000000000e+01
2.577244980015283460e+00,3.917027993465986846e+00,-1.890472785274954770e+00,4.587047976623481738e-02,3.000000000000000000e+00
-1.028655217355210993e+01,-6.875737878725011853e+00,-8.842977350590363272e+00,2.117942091980354213e+00,1.000000000000000000e+01
3.184164840686475539e+00,4.809804813351494346e+00,-2.730526197248523079e+00,-8.007626605893736205e-01,3.000000000000000000e+00
