f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
1.038232860094983501e+00,6.270754581177189202e+00,-8.099331024383401356e+00,3.187061702430556753e+00,5.959869962977448310e+00,5.339573893576481822e+00,6.759382009723185369e+00,2.228939297769596095e+00,9.352320495284818236e+00,-7.130938193841889650e+00,-8.527328627610598843e+00,1.607554207217773090e+00,-8.570887182953597971e+00,1.039566107898565939e+01,-3.778308713292686249e+00,-6.733961853288920274e+00,6.000000000000000000e+00
-6.782442899240416878e+00,2.522081081998738927e+00,-1.815864385161506167e+00,3.926277577493315185e+00,6.180087484873633130e+00,-3.814566867891779012e+00,-4.921827089467070593e+00,4.819699905241847659e+00,9.151364042772053509e+00,7.321276049386786333e+00,-2.975918182056490391e+00,1.151936965478475849e-01,2.009274314506687809e+00,3.451836366044469973e+00,-2.176148089741061664e+00,1.881137568511636493e+00,0.000000000000000000e+00
-2.527670440404141239e+00,-8.188279647143582807e+00,-4.326143831428722608e-01,1.075205335011934693e+01,-8.188198280619126024e+00,-6.963127978568959264e+00,4.737395910997458159e+00,5.772581860689396382e-01,-1.249818577163226418e+00,-6.609971278361046920e+00,-4.934233716628436461e+00,8.368023111218596100e+00,-1.919502437444744025e+00,9.758097046277329767e-01,-1.018862556311735545e+01,-5.077483569252792428e+00,4.000000000000000000e+00
-2.831074516709178646e+00,-1.044407386747151278e+01,-1.929500968738686817e+00,1.018834803573985148e+01,-7.868814230930018638e+00,-7.603927713056124915e+00,4.420528163167355196e+00,1.776926033553808848e+00,-1.302104524574187128e+00,-8.529138434247661493e+00,-6.500524085893900406e+00,8.367057361236591717e+00,-2.830270869240596454e-01,-4.438909037087097609e-01,-9.850582787632008674e+00,-2.243540099397138388e+00,4.000000000000000000e+00
-3.453196733922321293e+00,5.975997350150238363e-01,-7.796565348952744223e+00,1.732365582985620156e+00,2.571703964092507455e+00,-9.414022881981987112e+00,2.591071606817709760e+00,7.522162324460775373e+00,6.628329020203389987e+00,9.710416339037868383e+00,9.422752280343301479e+00,6.873575563386119747e+00,-4.776488914084533022e+00,2.322101245130681502e+00,-3.189898457011982602e-01,-4.936251347742426354e+00,3.000000000000000000e+00
-8.826938524291334076e+00,-9.579602396416358800e+00,-3.181838441558028752e+00,1.477283000029984361e+00,7.645880209522319504e+00,-3.483778442507755813e+00,-5.954223600133609295e+00,-8.676378942924152682e+00,9.505963156461277208e+00,-5.847302584194282282e+00,-4.014472467795734190e+00,2.174394386081115904e+00,-1.056871218116072875e+01,6.917546269492490296e+00,8.783572455445698424e+00,1.380915686890054950e+00,8.000000000000000000e+00
-9.571450006793822407e-01,8.455912135042270350e+00,7.165977530548532926e+00,-5.707517626931018384e+00,-2.361920121457125710e+00,-7.321106719460608758e+00,7.741650680507079940e+00,4.693576882494988389e+00,3.445932224543134303e+00,8.575988037193720714e+00,6.664684777862943221e+00,2.988480794180764288e+00,-5.117002292012984732e+00,-7.514428224827483405e+00,-4.614545125646369428e+00,3.640143172739592980e+00,7.000000000000000000e+00
-8.196597326089539948e+00,-9.388879725503938900e+00,-3.404504934953774153e+00,1.397291739066600424e+00,7.670770759977791897e+00,-5.163168799145398502e+00,-4.677280876193902870e+00,-8.647579845420896305e+00,1.077761214800950462e+01,-7.609384342340931973e+00,-4.325825064844035950e+00,1.431478266041789515e+00,-1.006680016107708298e+01,7.995487722648122464e+00,9.797658434468623057e+00,9.980976765037585796e-01,8.000000000000000000e+00
-6.725889582326949334e-01,8.347059044574180575e+00,8.266371888709061366e+00,-4.145972953051353826e+00,-1.856103102041186226e+00,-6.193145257384411906e+00,9.327692030818887758e+00,3.971021137370064125e+00,4.876626343776937489e+00,7.575604133147015418e+00,6.046438957964017646e+00,2.898538882788657123e+00,-4.000006432225394093e+00,-6.767479129147432992e+00,-3.873588691599849199e+00,2.827585268839903243e+00,7.000000000000000000e+00
-6.648713220935096757e+00,-3.116644938949420407e+00,5.979261094701380230e+00,-6.458688049204902804e+00,1.331821908686483535e+00,-4.662414204818422725e+00,1.118218434114607263e+01,2.967722140279499765e+00,-6.059904331712957060e+00,-7.964036219509209147e+00,5.206895237763705886e+00,5.958249364076312560e+00,5.918535655808078388e+00,9.030527516538803923e+00,3.232220306924959541e+00,1.135463625662161746e+00,9.000000000000000000e+00
-5.921879803706191048e+00,2.083096476515014839e+00,1.698352363923381070e-01,5.921732064646401561e+00,4.429736112835882089e+00,-3.067499759169405316e+00,-3.110099292601295584e+00,6.320156395459035181e+00,9.431978290555857569e+00,8.364337042395716182e+00,-1.884711622868533443e+00,-2.055820905260331788e+00,3.097462404117452106e+00,4.897517372969193872e+00,-1.641660627494615277e+00,1.122031414019429851e+00,0.000000000000000000e+00
6.744675005265189371e-01,7.091613760022189794e+00,-7.071181083888221863e+00,2.902519341841427014e+00,5.716735720816725319e+00,4.300806479591660292e+00,6.083194816854888387e+00,1.421075383153957761e+00,9.335761412613987176e+00,-7.194338742290395494e+00,-9.772721589315004564e+00,2.866087505838787131e+00,-7.941646699051826630e+00,8.243101545109672301e+00,-2.744888158573433046e+00,-5.887174986624557071e+00,6.000000000000000000e+00
-2.570237848490186217e+00,2.245178974544600692e+00,9.218062601154382918e+00,2.418487365865202410e+00,3.632395691345660538e+00,-7.417822114501008812e+00,5.404639994260452163e+00,6.813549704509580529e+00,3.763663014790258554e+00,-1.706728099928551012e+00,-7.248691454255537181e+00,1.089261336539212310e+00,1.778099319647140630e-01,9.494811276056898564e+00,-7.753378365647229931e-01,-1.721067662857396430e+00,5.000000000000000000e+00
-1.195458002105437068e+00,7.238635573211341878e+00,6.197504867018414743e+00,-4.966743966199591576e+00,-1.594010232761669643e+00,-6.187735470333142196e+00,8.822925528416401875e+00,4.632063090852492238e+00,4.198666301921686994e+00,7.869934023844664672e+00,7.043347243822646320e+00,1.841711016734582484e+00,-3.445608099652428535e+00,-6.759889808391784882e+00,-2.743340408509848949e+00,1.784237890443159280e+00,7.000000000000000000e+00
-9.582221452999428735e+00,-8.811867909800128018e+00,-3.379259541163110558e+00,1.450137766134291795e+00,6.796489595403489403e+00,-4.132518028314381198e+00,-5.988100251288716258e+00,-7.574341362013719881e+00,1.000172703570286181e+01,-6.789327401434805509e+00,-3.471990436342454966e+00,3.064222621044652151e+00,-9.776727968089010901e+00,7.892370094539291614e+00,9.642672091346694785e+00,2.503359747708526761e-01,8.000000000000000000e+00
-2.417926987076902900e+00,-8.509899514581908520e+00,-9.167461503655804922e-01,9.297249541874393231e+00,-7.106680466212844216e+00,-7.659272588357243450e+00,3.078262105498362544e+00,2.078676595258212689e+00,-5.739724280248112986e-01,-6.673506831718814425e+00,-4.791603030852421341e+00,7.771445971534877373e+00,-5.369153191513122980e-01,4.328818850407672447e-01,-9.407824280492945945e+00,-5.351551068215554707e+00,4.000000000000000000e+00
-8.414623750812555425e-01,6.033681394333916259e+00,-9.815105593500467407e+00,3.473192786544630373e+00,5.668150020290718238e+00,4.441158175523861829e+00,5.665834493024074270e+00,2.017275706682928327e+00,9.505883003708047951e+00,-7.295356061169128381e+00,-9.153825673059444057e+00,1.943972431045742466e+00,-7.160209146020038773e+00,1.014715386684845377e+01,-2.305175772684899815e+00,-7.043626467154648907e+00,6.000000000000000000e+00
-8.899380999406057313e+00,-7.753008311980174483e+00,-2.720316716597716677e+00,6.479326623545107466e-01,6.437566667945564980e+00,-3.368460115014642930e+00,-7.460849156290997541e+00,-6.793316239460843065e+00,9.844267430324080692e+00,-6.290943189625276766e+00,-4.155978552890308819e+00,1.486325395522005488e+00,-9.887940184185866954e+00,8.122803354791036767e+00,9.370212113157744938e+00,2.090727681147553696e+00,8.000000000000000000e+00
-1.577202854233257678e+00,-9.881024824586866373e+00,-1.954732957670847426e+00,9.815826878047429815e+00,-7.986106738827794871e+00,-6.756055394859848739e+00,5.328899317744067332e+00,2.887634317175447496e+00,-1.031942900919488926e+00,-9.287231359074800352e+00,-7.523001911795691221e+00,7.940029163567289494e+00,-1.883119420609307371e+00,2.145180422472218851e+00,-9.951085407236266889e+00,-3.921539718725837620e+00,4.000000000000000000e+00
-4.474349368222442891e+00,8.210239214010477127e-02,-8.369506022919493304e+00,1.945323633141435637e+00,2.899735713522109126e-01,-9.629769392618745982e+00,2.137290557116853229e+00,8.988369356832135892e+00,7.309943179340361752e+00,1.073392838590520171e+01,8.730609383249532840e+00,6.046791191713882796e+00,-3.714072083504311728e+00,1.152627527158731624e+00,4.291918656623527895e-02,-8.022330979552430463e+00,3.000000000000000000e+00
-8.059333881372911179e+00,-4.945382517155044511e+00,5.048894898521358421e+00,-6.350083447424463401e+00,2.477216676345734836e-01,-5.716954678381371835e+00,9.694341111346368223e+00,3.758448164877291831e+00,-4.468192955027590507e+00,-7.929974210898902420e+00,5.831184766346749981e+00,6.353746397255784828e+00,5.642767068771131100e+00,9.020754628536373332e+00,3.609010237625422945e+00,9.194984988907326517e-01,9.000000000000000000e+00
-7.665464522374654255e-02,4.828925200551330121e+00,-1.075553733152458413e+01,2.959192846803031518e+00,6.718055875881669081e+00,3.708754123225738830e+00,5.602230352011273951e+00,1.857913362912171795e+00,9.493658354078528205e+00,-6.590505849881923339e+00,-8.434253050026578435e+00,2.119871594063081677e+00,-8.366851329967555984e+00,9.721006649315217629e+00,-2.761619224162479291e+00,-6.117547113610399379e+00,6.000000000000000000e+00
-7.980431128513771899e-01,2.049204267826689296e+00,7.848644290800672607e+00,2.852414253296218671e+00,3.791966832484698458e+00,-5.699086613857275552e+00,4.693237591970436995e+00,6.678888782974349070e+00,2.395137811452749954e+00,-1.902744664896294680e+00,-7.609996623481784184e+00,2.770844168426421561e+00,9.816862786889329895e-02,8.968043086935676200e+00,-6.059514676259375454e-01,-4.655268437667407777e-02,5.000000000000000000e+00
-3.210807926380133681e-01,9.272885569513711346e+00,7.574544695791096238e+00,-4.772949260457719944e+00,-3.113170356245310355e+00,-6.772564437480044219e+00,8.094613562605847079e+00,3.743279303179237516e+00,3.885120246244219810e+00,8.406218655899857950e+00,5.794742216919825495e+00,1.973861434440038920e+00,-3.878782604197494877e+00,-7.924876714376162035e+00,-2.949312943715665103e+00,2.517697714152048682e+00,7.000000000000000000e+00
-3.484947888844513564e+00,9.413827909159130369e-01,-8.032777354411983595e+00,1.416812717532756061e+00,1.957813396403525807e+00,-9.848985405636700108e+00,3.964903942475847209e+00,7.885216972822022719e+00,5.634254973696906532e+00,9.525900509049201048e+00,7.133514351844151946e+00,5.594922489665364651e+00,-2.986175155162721140e+00,1.689446077674378932e+00,2.649151325040244309e-01,-6.542604356092209805e+00,3.000000000000000000e+00
-3.452527303857366281e+00,9.678240134601499844e-02,-8.269502932297498887e+00,1.904954176470136540e+00,-1.111239426425603138e-01,-1.017464367803774827e+01,1.741189157315850888e+00,8.034198515239337368e+00,6.447180707202156746e+00,1.002064160794668624e+01,9.856306424124836596e+00,6.515121451805739206e+00,-2.784351888145438103e+00,3.077116005149645339e+00,-6.353094347700740663e-01,-4.805341029602462122e+00,3.000000000000000000e+00
7.056297122943591127e-01,-8.813551987730248172e+00,4.725963026916407905e+00,9.290818436875390773e+00,-3.418106682181958789e+00,3.155205743946899233e+00,-8.977060542742091087e+00,-3.500985756235955648e+00,8.836916106405629634e+00,4.725200281588904261e+00,-1.158755984267109795e+00,4.893669785085856816e+00,-4.681334469298816359e+00,2.036740209139166424e+00,8.081720704809869815e+00,-2.206335418668181614e+00,1.000000000000000000e+00
1.186237117907473326e+00,6.147753294616846276e+00,-9.388838454713233972e+00,4.490899102422400091e+00,5.782278434707516013e+00,3.915662152671327334e+00,5.396148563443485813e+00,2.157687774291134453e+00,8.268703964876829460e+00,-7.728641662726730921e+00,-9.628174029566206826e+00,1.296216900341442990e+00,-7.395150838527727366e+00,9.091692290423452505e+00,-2.810938606941071338e+00,-6.138403636236811955e+00,6.000000000000000000e+00
-7.161311668589306345e-01,2.612006269590831931e+00,8.765779020322703730e+00,4.178207975111366324e+00,4.564945432851066798e+00,-6.247055904621300115e+00,4.366456248429773979e+00,6.809797788163835186e+00,3.497089857963550319e+00,-1.355193572186005113e+00,-6.477077336501888105e+00,1.930262559444631876e+00,9.990258658604516118e-01,9.102190619132565885e+00,1.472087382433645564e-02,-1.160379424988213559e+00,5.000000000000000000e+00
-1.867349863968525980e+00,-9.771037815797429360e+00,6.983427959349299829e-01,9.633262396997539057e+00,-7.864721042778439752e+00,-6.816770953794617505e+00,4.867479159542170031e+00,2.637961710347515254e+00,-5.804657614401839139e-01,-8.375042691014996876e+00,-5.621522306572224181e+00,7.869553859047588418e+00,-1.770377072870259694e+00,3.011266458101846677e-01,-9.994227247866097841e+00,-4.888112907143402630e+00,4.000000000000000000e+00
-5.793971450933524281e+00,2.835961908673886533e+00,-8.357087977106787413e-01,4.793555469202298802e+00,5.507601070980832958e+00,-3.535367959970237450e+00,-5.214098917282115053e+00,6.190175807108537320e+00,9.964031577070356249e+00,7.440715502523734592e+00,-4.539332186698198157e+00,-1.737634881521619379e+00,4.567072996289059716e+00,5.863514154974947878e+00,-2.353376306564650911e+00,8.321944091189767967e-01,0.000000000000000000e+00
-6.616790544084623527e+00,2.295518654059488739e+00,-2.036685567889555237e+00,6.327197314663449923e+00,5.124853381956687493e+00,-3.581252916610019987e+00,-5.741626137497695126e+00,5.048115860633939356e+00,1.018183031252375592e+01,7.567965117158383492e+00,-2.533211982546011320e+00,-1.468714461724527354e+00,3.043891944444397701e+00,3.959050987041135006e+00,-1.684843447753707757e+00,1.130066875960280992e+00,0.000000000000000000e+00
-3.035769854463164386e+00,3.785290584372581479e-01,-7.302480048405454838e+00,2.875329686983560507e+00,3.511561055841561085e-02,-8.902809556758493059e+00,2.589491913081396479e+00,8.525859581601585191e+00,5.461387755949060008e+00,1.055019867298606684e+01,8.956388826969352124e+00,6.784091570667295734e+00,-4.118991411317925788e+00,3.926546009159733064e+00,-1.577978944000616002e+00,-6.127683849795461768e+00,3.000000000000000000e+00
2.241245675045355767e-02,9.085081794494071161e+00,7.555317623600230625e+00,-4.843140568082006325e+00,-2.691125568595324147e+00,-6.605257808551315613e+00,7.809656844173331613e+00,4.162609362002192448e+00,3.761951750657082538e+00,9.513199037439818539e+00,5.142523364958599075e+00,1.026416010961977765e+00,-4.786866053503063156e+00,-6.522519078326244113e+00,-4.064376494745822299e+00,3.112218360541807893e+00,7.000000000000000000e+00
-6.840287080167533063e+00,-4.106657636493788566e+00,3.827102567862931348e+00,-7.720079486906926469e+00,1.911306750187534709e-01,-4.730651652542505303e+00,9.530076015905327935e+00,3.005262718468388439e+00,-5.978612373389982082e+00,-8.693874973795619354e+00,6.496040852251857345e+00,6.007218448905538466e+00,5.142554863076795435e+00,8.411299317894130212e+00,2.575503584298663107e+00,2.432252501120753863e+00,9.000000000000000000e+00
-8.257316911828699091e+00,-3.124188398462356631e+00,3.000475425921937056e+00,-7.553204573816001854e+00,1.432766100069337467e+00,-2.969850927243595784e+00,9.935156779191506971e+00,3.663236899933262958e+00,-6.642349342404902046e+00,-8.428723301308309601e+00,5.960483738616436433e+00,5.713574354998695704e+00,5.682813927942017784e+00,8.467176871297066754e+00,2.541164006062172298e+00,1.162616288807047482e+00,9.000000000000000000e+00
1.029821649225658581e-01,-9.325297194540295820e+00,4.807534036558985591e+00,7.333346964903157961e+00,-2.290298018066552643e+00,2.238386711622481151e+00,-8.044249874689393565e+00,-2.746381484495094227e+00,8.844872940245586790e+00,4.069406429170521200e+00,-2.170438900901450641e+00,6.266322621253394232e+00,-3.696946014819739279e+00,1.993282975422095316e+00,5.928657381994018039e+00,-1.741377711525767147e+00,1.000000000000000000e+00
-4.267437902613655076e+00,-3.424271711806093355e-01,-8.705272101999335987e+00,6.907593418464736956e-01,9.398287506385463175e-01,-9.177033029723242308e+00,2.398920248537978583e+00,8.241384145588785515e+00,5.034114793560647172e+00,9.762597357171449275e+00,9.210268263830073465e+00,5.992274648492702305e+00,-4.587485880729238907e+00,3.555711828368451677e+00,-2.103628865394709113e-01,-4.415257530674725928e+00,3.000000000000000000e+00
-1.029493548083108445e+00,-8.472881255383232002e+00,4.822279092691736935e+00,7.929204547005964443e+00,-1.367704904134630528e+00,2.850924439662168464e+00,-7.560994456584482215e+00,-2.980931610237608442e+00,9.141304805286617707e+00,3.181210109240299122e+00,-3.773489029110349335e+00,5.066421029179845270e+00,-4.058790784800275553e+00,5.419838128211704742e-01,5.868279654905448339e+00,-1.525643011069292676e+00,1.000000000000000000e+00
-6.203425663087613451e+00,2.129159260126676223e+00,-1.060980819927122454e+00,5.970022788906219624e+00,6.269955029538696323e+00,-5.274453184556082697e+00,-4.504111307746572201e+00,4.441975035976279074e+00,9.249318478329527693e+00,7.047224143636919180e+00,-3.631638787742258678e+00,-8.090394092998858255e-01,5.301007533169860508e+00,3.727034872506065355e+00,-3.081371753128254731e+00,1.917086042789144518e+00,0.000000000000000000e+00
-1.448608829800657194e+00,8.776781940305955487e+00,7.808081488441669826e+00,-4.612349010740479649e+00,-3.117827593104919970e+00,-7.551155670291995747e+00,8.672553146799760526e+00,3.850655724537051849e+00,3.604537854528972574e+00,9.514047303247409104e+00,6.708262799630745121e+00,2.050355668574642021e+00,-4.476682996954223448e+00,-6.755909270221406082e+00,-3.046314734301359017e+00,4.287180191192567769e+00,7.000000000000000000e+00
5.655430513254524172e+00,-6.515763433799038218e+00,3.839618329599594038e+00,3.918947856634871663e+00,-6.224873139905420238e+00,8.724034891251381652e+00,-1.253905980025911804e+00,8.748716732009340191e+00,-9.058694549931113116e+00,-6.128166486795415757e+00,-9.702412928821200211e+00,1.962064442951134247e+00,1.262312077572187885e+00,2.713965614290442474e+00,-9.137151858551073147e+00,1.323920708348038433e+00,2.000000000000000000e+00
-6.398140680528198843e+00,2.642152409664732193e+00,-1.568875592293554444e+00,4.909890210507009911e+00,4.951197103365448271e+00,-5.116479176615627011e+00,-5.152761807551700102e+00,8.205733200092998558e+00,9.187547857281543884e+00,6.794068090881043354e+00,-2.917278364823062020e+00,-1.109221956301344347e+00,3.445828883196863313e+00,4.941120882537243908e+00,-1.803449632948042503e+00,1.048287396492792789e+00,0.000000000000000000e+00
-5.061946863750894643e+00,2.213035089648032638e+00,-8.453895518351299820e-01,7.268054263507433888e+00,5.376822193101662428e+00,-4.518718887442599197e+00,-4.114032892129265484e+00,4.909162944555848895e+00,9.522788114230483103e+00,7.931036319477012597e+00,-3.766921753148749552e+00,-1.084236205588296142e+00,3.272592299272195415e+00,3.923417281722906491e+00,-3.970438238534140574e+00,1.200274999110030993e+00,0.000000000000000000e+00
-2.529166285187971930e+00,-8.671029933117777588e+00,-1.023188410410504234e+00,1.036751103152269948e+01,-7.472593748368720590e+00,-7.254582207862484644e+00,4.791644780824162453e+00,1.509367251194167370e+00,-7.882690672713237312e-01,-7.017904201645026596e+00,-6.631372814763375700e+00,8.017028100689204351e+00,-1.293752046124390098e+00,-3.191148393191896027e-01,-9.670467379817091924e+00,-3.866531494041580697e+00,4.000000000000000000e+00
-1.517822550023576689e+00,1.628407405906893590e+00,-8.305774601133125046e+00,2.028049793196819106e+00,1.133979367598894061e-01,-1.107645663326527874e+01,2.124935002539220630e+00,8.973426409726094732e+00,7.697511956626037488e+00,1.031648449479217433e+01,1.150628362817418981e+01,6.387205721933666425e+00,-4.588184390867239060e+00,3.152166762925396881e+00,1.853398016183247510e-01,-7.689615024314468528e+00,3.000000000000000000e+00
-5.546239340250760819e+00,2.359923985048625994e+00,-1.714616917264420781e+00,5.899373797951424692e+00,4.801071635358837852e+00,-4.395211964088603374e+00,-5.232957314402793436e+00,7.214240814304389460e+00,9.737911010908421261e+00,7.385405033020367327e+00,-2.231965563492090965e+00,-9.316522662091144547e-01,3.241372892466514166e+00,4.236762262340683094e+00,-3.479138177375929786e+00,3.791666504925502723e-01,0.000000000000000000e+00
-5.666590331191518004e+00,2.591370899815097051e+00,-4.834625437704133111e-01,6.497681740350031987e+00,5.541429511205929082e+00,-4.988630233197902442e+00,-5.221236988412549351e+00,5.046186300624550647e+00,9.274533692899138870e+00,7.340237509335913124e+00,-1.144701089967824714e+00,1.177212578762376755e-01,2.541713311504510742e+00,5.392429301875798053e+00,-4.313268934306988989e+00,1.458977105462946344e-01,0.000000000000000000e+00
-2.519287596385150874e+00,-8.431713744170791003e+00,6.094712632554646348e-01,1.055830772707551191e+01,-7.617637268769912318e+00,-7.335507585157939658e+00,4.624811778289639186e+00,2.216709513765750650e+00,7.779470167549364934e-01,-8.231756396019092037e+00,-6.588693791840452896e+00,8.814209815799154413e+00,-2.520131702130027573e+00,9.158491897196734399e-01,-1.045980241492001461e+01,-2.465716460059824477e+00,4.000000000000000000e+00
-1.990985922367844108e+00,2.185514623561497061e+00,6.735980775507491636e+00,1.751226988507367910e+00,3.653442188689115522e+00,-5.510638177289219897e+00,4.117182848069505852e+00,7.751737886288117885e+00,2.813425985028357168e+00,1.973126718501632126e-01,-6.230430341875999645e+00,1.544258540080981845e+00,9.428378465893881843e-01,9.145784009000102799e+00,-9.381424557832115374e-01,1.797012230560375290e-01,5.000000000000000000e+00
6.980513702039248258e-01,-1.133065586891853904e+01,6.405439414827981182e+00,8.155672638866576563e+00,-2.748554169434615613e+00,3.792644960716169855e+00,-8.469588297314258440e+00,-2.768666873039600684e+00,9.152721342925071113e+00,2.416903472652116136e+00,-2.339917648857073651e+00,5.565182203784988957e+00,-3.013576924480637409e+00,1.748065325976989381e+00,6.673338231230060202e+00,-1.306737106022474615e+00,1.000000000000000000e+00
-8.299811944015027976e+00,-3.527714484550904306e+00,3.735444233533897762e+00,-7.225116798410425645e+00,1.553303538696811259e+00,-5.008785188875390482e+00,9.830296149554087037e+00,2.955245620906380211e+00,-4.677012014312977861e+00,-8.565686493461518225e+00,6.204292604567361202e+00,6.170159209398505595e+00,5.164001098204163753e+00,8.112376934768610326e+00,2.321730423100282881e+00,1.131754664430675295e+00,9.000000000000000000e+00
-9.107875137474646721e+00,-8.243992716857860614e+00,-3.033233210814954894e+00,5.431098686229725025e-01,6.935871291448226117e+00,-3.872844906879074234e+00,-7.115669703886790209e+00,-6.543365532530176054e+00,9.252196203641826600e+00,-6.029123374932584767e+00,-2.640848763938062227e+00,2.154842277124786154e+00,-8.912419035839874937e+00,9.550696307450341038e+00,9.545131869912756528e+00,6.177244120639111546e-01,8.000000000000000000e+00
-7.496351701166875436e+00,-9.179362270346166142e+00,-4.110649559292804511e+00,1.959306578249956576e+00,6.089573548419845217e+00,-3.375738821433222903e+00,-6.699473349588958904e+00,-6.940251617849188648e+00,1.012058418387191061e+01,-5.338419186082774104e+00,-3.335618268560420319e+00,2.947715005578269931e+00,-1.007303271402153300e+01,7.889448578313861482e+00,9.819919421768249279e+00,1.584559847423714363e+00,8.000000000000000000e+00
-7.714748802189590471e-01,3.175190978815447540e+00,7.919304860795264744e+00,3.512212322498584172e+00,4.951931905767992248e+00,-5.897924952170623847e+00,5.265205359433799082e+00,5.717825632226878341e+00,1.631887592741854798e+00,-1.558711436902935121e+00,-7.159512185939113316e+00,2.347245692578688647e+00,1.126439675175653354e-01,9.445676106353628754e+00,-1.247488842931302688e+00,3.394632066030128792e-01,5.000000000000000000e+00
