f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,label
6.533900350305472671e+00,-8.518950685002614875e+00,2.713895432628258497e+00,4.128839781528809816e+00,-6.863938302354382515e+00,8.692690945974618444e+00,-2.436226563458829375e+00,7.957147811664645687e+00,-9.082262848998999161e+00,-6.165073729646080913e+00,-9.363775093004264249e+00,3.190873749755635203e+00,1.690439715055024550e+00,-4.484265910754099416e-01,-8.900752918563233251e+00,3.124920131822728209e+00,-2.530153988461573800e+00,4.740300277636798620e-01,-7.842685405335705795e+00,2.589264276377614138e+00,6.700431197915355241e-01,-8.488121677720013025e+00,2.203739511536132678e+00,9.056544536393346334e+00,4.991842918405892782e+00,9.944581188057787458e+00,8.365370280501226219e+00,6.397458627809005094e+00,-3.967986178951516951e+00,2.901800466809729695e+00,-7.506591211991311408e-01,-5.202988639663521653e+00,1.000000000000000000e+00
4.975634259444309926e+00,-6.017838341326535279e+00,3.815380386067529273e+00,3.616786388120117213e+00,-6.125181659633950559e+00,9.042461850849537797e+00,-2.331665978957524921e+00,8.627384598850637687e+00,-8.052788824925386280e+00,-6.305175967321475561e+00,-1.019356621151115405e+01,4.302596968668572330e+00,1.895411918137931639e+00,8.867708041641584327e-01,-1.045211500079573597e+01,9.372354354293892520e-01,-5.060924078412555538e+00,4.120478954400916272e-01,-7.843422440091352144e+00,1.034315304491983722e+00,1.861153491154032835e+00,-1.046112692098118480e+01,2.710262455123968905e+00,9.363386362648107308e+00,5.469503452480502403e+00,1.058523277809605290e+01,9.517406789017746505e+00,5.171136765192680507e+00,-3.491978537036900754e+00,2.655216895080533490e+00,-2.210207073022044000e+00,-6.992596493520952805e+00,1.000000000000000000e+00
-6.066785511938918241e+00,4.627657681895604114e+00,7.535337678094374603e+00,7.368013779263856478e+00,1.116413054253942327e+01,7.144714193320250040e+00,8.453957288848569229e-01,-8.097411875758138144e-01,8.314816007054231406e+00,9.970328606193236354e+00,1.235453602655582239e+00,-2.438252760894880300e+00,-3.224992560160037325e+00,7.741039853936923620e+00,-6.081595742914218228e+00,4.761754930276175024e+00,-3.487930055779055571e+00,6.818364598952669553e+00,4.814486215639684374e+00,4.884639840629589891e+00,2.318990916574473093e+00,-6.928452708008777661e-01,7.312442310562039971e+00,3.759361427480625739e+00,-1.053162550589079149e+00,-8.404718079154232413e+00,-2.361798555517476750e+00,5.384203478238701379e+00,1.757321288481119570e-01,-2.560640464126173743e+00,3.079713154307064382e+00,-7.658937483864150408e+00,5.000000000000000000e+00
-6.007494437570993107e+00,4.186226958757877981e+00,-6.794675717016636973e+00,-1.069404390352733936e+00,2.582381826867283348e+00,-7.234683633903492783e+00,6.058847500730318636e+00,8.436928832914109222e+00,9.070900044423426678e+00,7.835143674258477908e+00,3.946852888389959624e+00,8.463370742644883649e+00,4.473660470272419865e+00,4.823170504264433944e+00,-7.927612278888360287e+00,-1.922431436119420578e+00,-4.383090187539359306e+00,-3.798883802129910947e+00,-8.978309078849616043e+00,4.337114817391132249e+00,1.524662901646917090e+00,3.942593118086743509e+00,1.894049564874027869e+00,-3.431715884822232443e+00,-1.578451751733140229e+00,-2.494899671310081946e+00,-4.835617913629761677e-01,1.064535983688390530e+01,-2.672124377977138643e+00,-1.060706936425108537e+01,9.542051230875575385e+00,7.104501025865843644e+00,6.000000000000000000e+00
1.979942949472315528e+00,4.996299327426454440e+00,-8.854221486039977052e+00,2.449473823487279045e+00,5.334787485273507990e+00,3.509705242573235573e+00,5.377838300279709216e+00,1.077501933466671336e+00,8.646298655836572422e+00,-7.901324281512061454e+00,-1.004647885022790277e+01,1.202783591058881552e+00,-1.077297071833912945e+01,8.372141884282955360e+00,-4.286197103358546201e+00,-6.486040533570897715e+00,-1.046050934213553996e+00,9.546494338815588065e+00,7.849734991712805865e+00,-4.637029932745201144e+00,-3.276442030847802833e+00,-6.629322621220282485e+00,7.470274389036557494e+00,4.878443134371538648e+00,4.544838011721070714e+00,8.450734071178112927e+00,6.735741218817709708e+00,3.047808564112707508e+00,-6.554540606889275089e+00,-7.681285261720336877e+00,-4.411158657334159905e+00,3.223827642886618161e+00,3.000000000000000000e+00
-8.107952998293844971e+00,3.941956396729659140e+00,-7.821255646896081437e+00,-2.856431171948439651e+00,2.078962910426537025e+00,-7.263297659623611402e+00,5.505551095609046541e+00,7.385672088118923284e+00,1.056539561784635239e+01,8.045670178090277957e+00,2.783489441708214773e+00,9.109184932409833735e+00,3.395890708502336430e+00,4.356379753378457842e+00,-9.771125332523252993e+00,-9.157985303999125470e-01,-5.891057248735831031e+00,-3.095702318565894728e+00,-9.404509239566657186e+00,4.186606965549644066e+00,-3.194038654530945154e-02,3.644951896873516617e+00,3.410069065207292027e+00,-4.473757930810458916e+00,1.366475508782194481e-01,-5.247479416087417192e-01,-1.344573286174646221e+00,9.252844334426322703e+00,-2.837585952757930574e+00,-1.051988831771351407e+01,9.683455926856494145e+00,7.082299151964791761e+00,6.000000000000000000e+00
-6.205158655028948367e+00,3.745208571259969865e+00,9.940672266642131660e+00,6.959913979561261677e+00,9.641854673441473622e+00,6.120905378758720872e+00,9.624841744843614100e-01,-1.049665387780236658e+00,7.016033366129457605e+00,9.393661521212495202e+00,1.008144692476840465e+00,-1.687139655735149457e+00,-2.694643672038784743e+00,6.996950895478498467e+00,-7.227363090461167872e+00,5.279839300928236057e+00,-1.726682177399142759e+00,5.228137381401816164e+00,5.448053606949494920e+00,4.401863521896760112e+00,2.590424143259470569e+00,-2.149568756356088350e-01,6.653231044605056432e+00,3.488854513933750567e+00,-1.984811166080205469e+00,-9.407446906886079319e+00,-2.158830046234828881e+00,4.147044688761875264e+00,1.426555561343559875e-01,-3.203660537254299001e+00,4.468764648369774939e+00,-8.110937113285753952e+00,5.000000000000000000e+00
2.231126895964882451e+00,6.012215865622535738e+00,-8.995488163147221883e+00,4.091902915650074135e+00,5.821316300712678249e+00,3.820309038448911565e+00,6.382445842942696679e+00,4.020085633738170738e-01,9.753480630922663153e+00,-7.735341431292747316e+00,-8.799616338595157572e+00,2.200524852822919097e+00,-8.564805769010947145e+00,9.464296044400461128e+00,-2.258308470809886170e+00,-7.731062873402896329e+00,-5.335631885968619148e-01,9.416998184655529514e+00,6.807585205516132554e+00,-5.004873577445763999e+00,-1.419481678139665304e+00,-7.546284517991222351e+00,8.057605714344713732e+00,3.412961254656719401e+00,5.601461675653868433e+00,8.306753613937438274e+00,6.090668468803403179e+00,1.949280983804657197e+00,-5.311432815358829274e+00,-7.580636470378363079e+00,-2.834913597580679401e+00,2.837964983805600916e+00,3.000000000000000000e+00
8.483285017015587570e+00,-4.909915937018029197e+00,-3.957098885795858223e+00,4.036645821127127221e+00,8.006817791807783635e+00,1.090720356469777030e+01,3.114515370937176453e+00,-3.574549681872117635e+00,1.459987583750064655e+00,4.997718408928033540e+00,2.206374969140950437e+00,-7.058810746527157676e+00,-4.537580453019963933e+00,9.021652693573635418e+00,-1.547941486408307199e+00,2.079250557776350927e+00,-4.587418468405146665e-02,-5.038884951758562991e+00,-8.166942800037809036e+00,5.204268831902244541e-01,8.902672472136099913e+00,-2.656649867306477564e+00,4.260347318958299212e+00,-6.406539963869379406e+00,-9.563836670438240262e+00,-6.735564907639456145e+00,-7.412333684048558524e+00,-3.161776906386372765e+00,-7.489839716655954938e-03,4.820925609970027281e+00,5.817474719218099999e+00,2.111748096028680077e+00,9.000000000000000000e+00
-6.921557971236960149e+00,3.728298289668106946e+00,9.579486700342084049e+00,8.464552458736829266e+00,9.565794025747271334e+00,6.216418382315054281e+00,1.963948156690612512e+00,-1.876107673226986350e+00,7.650943796167267941e+00,8.802475985058819674e+00,2.334389315096033535e+00,-2.450491923954727813e+00,-2.261902549279538377e+00,6.714192606575702271e+00,-5.335971608894549689e+00,6.065326658099787771e+00,-2.429378932315405137e+00,6.449223026413342552e+00,5.790777416803116751e+00,2.188469546525654064e+00,1.567589501894078641e+00,-1.165187568221842884e+00,7.375694990788734806e+00,4.537625904641536145e+00,-8.329737372702498144e-01,-1.018964503876320116e+01,-1.937863671718621505e+00,3.448308910721308518e+00,-4.933328705672878622e-01,-1.875278560031525821e+00,1.191511161127012608e+00,-6.506682920293848760e+00,5.000000000000000000e+00
-6.071966725185234282e+00,2.977337848986415736e+00,9.063895010588087331e+00,9.711201683370918047e+00,7.269921718067418936e+00,7.768359866769626976e+00,4.724575321705206665e-01,-1.433662356452733322e+00,8.063114064396868841e+00,9.771921213457197553e+00,1.388588962716310382e+00,-3.683892242687038632e+00,-2.487738585580112627e+00,7.458160234675768940e+00,-6.037885345544010463e+00,5.539063377582849057e+00,-3.639790943374726417e+00,5.912261361628089240e+00,5.167169938352355274e+00,4.291686771682089230e+00,1.695987594738054938e+00,1.360118600554025337e+00,6.421915279550157507e+00,4.155865789383492270e+00,-1.633218049512117798e+00,-9.409146879331659719e+00,-3.724401534903079458e+00,5.187841315014108723e+00,1.312337649769812487e-01,-2.631230026165420899e+00,2.818602816451433846e+00,-7.277488161566362024e+00,5.000000000000000000e+00
-8.097821564554843476e+00,-9.550694043432940816e+00,-4.269113294528370517e+00,3.101697959184572362e+00,7.141857463638324965e+00,-3.262969664252670654e+00,-7.528712132315050987e+00,-6.476201085544001756e+00,1.093365404733016355e+01,-6.296377484837616834e+00,-2.504825522026356666e+00,1.696316152286722945e+00,-1.084622611807455073e+01,7.746471722699904916e+00,1.010896548789916949e+01,-4.016457125658035032e-01,-8.749067235040113744e+00,-3.070748029892023112e+00,4.640061798595675135e+00,-8.189707546836931584e+00,7.137103338502928107e-01,-4.702431505727968641e+00,9.839263136524429854e+00,4.245580239060853245e+00,-5.632997904745206341e+00,-7.216149372303537923e+00,6.496936249096409099e+00,5.455999769613962158e+00,4.981273834080949037e+00,9.205498387056715970e+00,3.250581779176340724e+00,2.518987767871286643e+00,4.000000000000000000e+00
-5.883381425219436522e+00,1.740833692256513743e+00,-2.461494979738465538e+00,6.143020385300784980e+00,6.313563252151294769e+00,-5.045342390726825776e+00,-4.533722304767730193e+00,5.911378811677168166e+00,9.314685171379014861e+00,8.173934247725604507e+00,-3.382578533550179678e+00,9.653572977290016954e-01,2.460283655912854250e+00,3.103762080204224283e+00,-1.229053901960950768e+00,7.351421317506883213e-01,-4.916394676414815867e-01,-1.016393241420440674e+01,6.021813184279048770e+00,6.938548081790053779e+00,-1.734971675182704232e+00,2.739751949886099158e+00,-8.871967450410831901e+00,-2.318028004900484440e+00,8.493999361400547343e+00,2.741293238216608863e+00,-1.287863788408549759e+00,7.318503190044442164e+00,-3.757104010288473184e+00,5.268313414864083111e-01,9.226439593977975306e+00,-6.844189151272568328e-01,0.000000000000000000e+00
1.788677332268187259e+00,6.801486397592700683e+00,-9.610512022745179905e+00,2.273293098802786183e+00,6.096867834724887025e+00,1.967736770602052321e+00,4.916847461287074061e+00,8.512985058921838100e-01,9.591121812222155540e+00,-7.539688412924099303e+00,-8.434279923034806004e+00,-8.015971216870543259e-01,-8.933094252827142867e+00,9.433528038824798401e+00,-4.526468428322510285e+00,-5.910631540625539415e+00,-2.426195309627503960e+00,7.549784895754489078e+00,8.914111152718939834e+00,-4.298145890070223629e+00,-3.625437541119433948e+00,-3.414607890563120307e+00,8.847758833620824603e+00,3.368194869799777891e+00,3.827585917835493845e+00,6.496398835203661903e+00,5.617567534767066384e+00,1.072770591448593436e+00,-3.405242557923727986e+00,-6.618706480668223868e+00,-3.433919692892451803e+00,3.685687500920212578e+00,3.000000000000000000e+00
-5.732791992268222891e+00,4.713531301009893149e+00,-8.922891027922554841e+00,-3.905735780706192095e+00,2.697845833742797517e+00,-6.931999350727429565e+00,5.894602506435269618e+00,7.722224836248677171e+00,8.202857059312687937e+00,7.298781488582949173e+00,1.210568438606646424e+00,8.244765839627099524e+00,4.518057507775399273e+00,3.295841301102703014e+00,-9.989056216882767458e+00,-5.326387748933234523e-01,-4.064349261000297808e+00,-2.138083068094633887e+00,-7.644705384390542591e+00,5.274711299913255047e+00,-1.166041201104663916e-01,1.705147221950822800e+00,2.729268266483336980e+00,-1.844272784639362062e+00,-2.688592735432322911e+00,-8.938479047863882032e-01,-4.178779378328314476e-01,1.044468877484600178e+01,-3.269825675060478165e+00,-1.008460339199102940e+01,9.090042977173334648e+00,7.320985471126497224e+00,6.000000000000000000e+00
-6.822111791782164758e+00,4.518304087486590070e+00,9.427743097812980366e+00,8.048356751448025648e+00,9.160633619246445036e+00,6.642914717093503008e+00,2.904474920455314635e+00,-1.810979026316141827e+00,7.831272440543069813e+00,9.066814601448339062e+00,1.628899677968477455e+00,-3.376390984140838381e+00,-2.753981043790838523e+00,6.898810517601828174e+00,-5.035372461950513134e+00,4.631191961607606267e+00,-2.868764040293294126e+00,5.335100995759368914e+00,5.158830857693234684e+00,4.339334567486279326e+00,2.526310662995603362e+00,1.302260542728889692e-01,6.487898021131570658e+00,5.125843996755647503e+00,-9.445668537194953363e-01,-8.389141071079139422e+00,-3.039100191118133676e+00,4.600248760917014401e+00,-1.513759960662325765e+00,-3.954646063614151608e+00,2.593176963673212487e+00,-5.730565449838174175e+00,5.000000000000000000e+00
-2.409807534997555400e+00,-8.195110095991658739e+00,-9.184795928908003892e-01,9.997894664051635516e+00,-7.499962332303512724e+00,-7.849087459560557534e+00,4.549541369188254691e+00,2.585632123757339862e+00,-1.783093437568377349e+00,-7.839739452166977429e+00,-5.044451492965895234e+00,6.963155806782001633e+00,-1.459566955505817054e+00,8.376676411847142623e-01,-1.023270756939445292e+01,-2.574263167648290995e+00,-9.267359005339168565e-01,2.674970096569083466e+00,7.835508456586377513e+00,2.756648863484630230e+00,2.347297143258891605e+00,-6.526900966675671434e+00,3.432568185794059978e+00,6.512930684746869758e+00,3.970783423798998069e+00,-2.167399781516846424e+00,-6.995558957915037901e+00,1.425900889973714225e+00,2.253642668396517168e-01,9.349610366611301515e+00,-2.344671799696842474e-01,1.679012636632407407e+00,2.000000000000000000e+00
-6.061650933520144058e+00,3.839925952892472960e+00,8.090848793590128096e+00,7.048415323819925860e+00,1.055972376992217576e+01,6.962323288589995052e+00,1.596774281947773488e+00,-5.562310779812936756e-01,9.158879740526723268e+00,8.929711633175017482e+00,1.264239868389121391e+00,-3.701846059461871619e+00,-3.939150503581598795e+00,7.707326034542698601e+00,-5.969068569610788799e+00,3.986609290287652207e+00,-2.196903526612349111e+00,6.073991476281452861e+00,5.329963058787024366e+00,3.476308158395867043e+00,1.771988318813203289e+00,4.751183693145359932e-01,6.488767546423636290e+00,4.011771487081058574e+00,-1.392190475933322791e+00,-9.546032286462640570e+00,-2.351554229527164530e+00,5.106635629845460045e+00,-7.600587750063090287e-01,-2.153356032963234856e+00,2.742240391647497777e+00,-5.302109247672557757e+00,5.000000000000000000e+00
-2.527056424686644931e+00,-9.136728266321892278e+00,-1.180273206044061496e+00,9.622400153549810042e+00,-7.111878977688253833e+00,-7.427134667156175318e+00,3.359967978257203391e+00,2.109063664141532346e+00,-9.570687978471066337e-01,-9.438655676843925590e+00,-4.680942504316691455e+00,6.200380384644065934e+00,-2.229322745714660492e+00,2.867494738991649417e-02,-1.118393096025980071e+01,-3.984966851364527329e+00,-4.080354629448735837e-01,2.146733907929647689e+00,7.876405897321655303e+00,2.100236964951151197e+00,4.603323113161583713e+00,-6.809915824362631653e+00,6.010415818505011387e+00,6.147214126293654601e+00,2.374368431273937041e+00,-1.512733345956038589e+00,-7.335220126246388972e+00,1.834428305928834657e+00,1.819641449361656949e-01,7.256316344563463083e+00,2.648072130462306717e-01,7.072368682682603769e-01,2.000000000000000000e+00
8.020614697397627779e+00,-5.050099780141612094e+00,-3.574138504113044235e+00,3.018798649082655938e+00,7.904261000687077043e+00,1.058225413969822881e+01,2.855713296680793434e+00,-4.524235008188740359e+00,1.382108740845577000e+00,4.497989100531502693e+00,2.057646962190813777e+00,-6.812304022496634914e+00,-4.267364495486121179e+00,9.899805207184494193e+00,-9.266073095508711166e-01,2.305404309017749398e+00,-7.229039278704973981e-01,-6.101584143503568924e+00,-7.781966660749208842e+00,-4.715957857132639930e-01,8.460242672317049184e+00,-1.087210393510836814e+00,3.530416011500655760e+00,-6.334917474463113152e+00,-8.765185014247078854e+00,-7.539023440006103804e+00,-6.819696323641191604e+00,-4.757414378121694654e+00,4.696158593056232178e-02,3.703903414935589833e+00,7.429621788727645004e+00,2.606512084604760471e+00,9.000000000000000000e+00
-6.767374668858035847e+00,3.994016161830627354e+00,-6.882309866995341530e+00,-2.933941589987847820e+00,1.722042420715047317e+00,-8.549741198242800877e+00,5.418801516235300930e+00,9.101628180336225782e+00,1.118780428272878069e+01,7.295030674402251947e+00,2.380157154606795888e+00,8.540173683235833479e+00,4.322529806238994965e+00,5.165322414339626356e+00,-9.551443418510739747e+00,-1.069595937710072997e+00,-3.712812353523433195e+00,-3.536467030491993402e+00,-7.525847227815408935e+00,4.722180606986961848e+00,1.037120904588208603e+00,2.717380822235140325e+00,3.269865030486618362e+00,-2.847109420851976491e+00,-1.104224164240262596e+00,-1.557423776941264215e+00,1.238003761672069603e-01,1.028644896508648188e+01,-2.917660507567378048e+00,-1.002933737193582608e+01,8.938895940295187970e+00,8.010245328650832164e+00,6.000000000000000000e+00
-2.584977336698687456e+00,-8.854385756877960034e+00,-6.108392981851424874e-01,9.504384254181704961e+00,-6.833984703100013824e+00,-7.630231706673892056e+00,4.541928125066846178e+00,1.727311444544875174e+00,-1.312451920433379993e+00,-7.847496555781583893e+00,-5.377834616961208347e+00,9.633058626271786551e+00,-2.215490760430799622e+00,1.252924625656759439e+00,-1.073588905823515027e+01,-3.711545843451081517e+00,-1.460048914658968577e+00,2.720672087731855537e+00,8.653899819961260675e+00,2.378963048407262804e+00,4.584119803404207438e+00,-6.103712110088485687e+00,5.226368658011366186e+00,6.102763109992496382e+00,2.075374525218594446e+00,-2.057376440652312510e+00,-6.712479076801105116e+00,9.293500055485337530e-01,6.012983226209747123e-01,8.156416051076162077e+00,-2.677333338219650027e+00,-3.250682539437254048e-01,2.000000000000000000e+00
1.599013738454980960e+00,6.793942036368201265e+00,-8.839794951664813993e+00,2.638692147318916881e+00,4.575882955703219679e+00,3.882013429612662048e+00,6.284038315081771131e+00,2.313358777459701976e-01,8.015297017698253867e+00,-8.206896451306535667e+00,-9.534983350468618113e+00,1.138401731440739084e-01,-8.084832425403462253e+00,7.062600596667977904e+00,-4.442613569308294430e+00,-6.224497437200957606e+00,-9.463137812917503666e-01,9.040948314120731411e+00,7.611383825736222519e+00,-3.614452197255884514e+00,-3.549954608360112118e+00,-5.061575219776242918e+00,8.934404941071548478e+00,3.830300105826998980e+00,4.720753785501260680e+00,9.126118366955431327e+00,5.553458456820062672e+00,2.967491663753357489e+00,-4.758293621287842612e+00,-6.389178536022423138e+00,-3.011668029279991998e+00,2.052394758344885162e+00,3.000000000000000000e+00
