f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,label
-4.604008127029777242e+00,3.114999179245130811e+00,-7.954033857551112696e-01,6.061025333829056727e+00,5.387458676820348735e+00,-3.570346100806673917e+00,-4.337513167301932704e+00,5.042700372015962884e+00,9.441650601849717717e+00,8.024715888337460967e+00,-1.232949167054665729e+00,6.450728237936771414e-01,5.386980116087465298e+00,3.527360115540132846e+00,-3.544617828441317453e+00,2.517588979487634049e+00,0.000000000000000000e+00
-3.375944720104594676e+00,1.807911368433305077e-01,-9.282411502610118603e+00,2.842130645261631727e+00,2.619178734934267450e+00,-1.030590682914163381e+01,2.728273899243523815e+00,8.596783290401447175e+00,5.251179063061377938e+00,8.607364657507577732e+00,8.663913538628868594e+00,5.304991858282688710e+00,-5.510489078355433890e+00,1.244199778937804757e+00,5.661538128068703823e-01,-6.688832430316475453e+00,3.000000000000000000e+00
-6.256736138823351112e+00,1.528056216792248900e+00,-2.324741384057682936e+00,5.960675609097942917e+00,5.496439777957714767e+00,-5.630262932074241888e+00,-4.341548825646900589e+00,6.628695023714191947e+00,9.295088634388385174e+00,6.322589069010247087e+00,-4.214565800172493049e+00,1.660381864478115421e+00,4.286992123512519903e+00,6.071035101546876867e+00,-3.374053690643868286e+00,1.603258863603951312e+00,0.000000000000000000e+00
-2.938306610940942587e+00,-9.005250644491127332e+00,-1.260695638611482261e+00,9.305840872016627685e+00,-5.865336079079639831e+00,-7.389076295006454131e+00,6.181148690174875782e+00,2.438677153238445250e+00,-2.849061948570708602e-01,-7.980743054614808152e+00,-3.723347111386765107e+00,7.611287914112255137e+00,-2.837899304341886975e+00,5.867671474685323130e-01,-1.019254889397134889e+01,-3.678476372521706228e+00,4.000000000000000000e+00
-4.398104191788268835e+00,1.588797064442637463e-01,-6.510247366211055819e+00,1.505131905233025424e+00,5.699078909878156907e-01,-1.066096059478551794e+01,2.875917573930523830e+00,9.486276252990670343e+00,7.483466739759753850e+00,1.114596517470824821e+01,8.609763593776847301e+00,6.173725432717384720e+00,-4.560794774738162083e+00,2.396143208882284270e+00,-7.005176499936620615e-01,-6.615259238112145113e+00,3.000000000000000000e+00
-1.175211325454929900e+00,-7.619416778559948256e+00,5.079947522815253524e-01,1.043567823348649881e+01,-7.752264398275960033e+00,-7.437367978016993675e+00,4.172894773287909587e+00,1.933546517216756522e+00,-6.274884350590481663e-02,-8.952836183395747938e+00,-5.622964028332693154e+00,8.808680382891276750e+00,-2.022595009253139064e+00,4.524385099509010688e-01,-9.187125792000440327e+00,-3.168617628193023616e+00,4.000000000000000000e+00
-6.657088776034667532e+00,2.314563897414732008e+00,-1.762612773824949075e+00,5.525018634778369631e+00,5.258525503215778940e+00,-4.246027873353650506e+00,-4.357788486106698222e+00,6.009368610945620581e+00,8.451071988693927395e+00,6.921240830952459788e+00,-2.353571009454682006e+00,1.684158378937367972e+00,4.868350843732367039e+00,4.099020644906730126e+00,-3.680282947939444327e+00,2.289565951160368762e+00,0.000000000000000000e+00
5.132679876104011996e+00,-8.085747457643197578e+00,3.385165025743474665e+00,4.725051985180249936e+00,-5.621258696465101679e+00,7.517227552169449822e+00,-1.388511269245283675e+00,8.254459719646760618e+00,-8.447623007805285411e+00,-6.449968899981112891e+00,-8.365733136808971793e+00,3.479769206447743901e+00,1.663962600888888810e+00,6.474420352401938361e-01,-9.878621352944668033e+00,1.238628701609046923e+00,2.000000000000000000e+00
-7.372880716576215576e-01,-8.648665611267581710e+00,3.380405668531940577e-01,1.099659570471838954e+01,-8.205047358152308234e+00,-7.867930472978043710e+00,4.963234959230354626e+00,1.376160779272097345e+00,3.389063868410016056e-01,-6.015630812211552936e+00,-5.425046897236002863e+00,8.684986775719705676e+00,-1.758961922316101267e+00,-8.623323720380706714e-01,-1.041275543199153475e+01,-4.554786545108266083e+00,4.000000000000000000e+00
-5.632950224966778663e+00,2.492882162069888441e+00,-1.770881924229096960e+00,5.476481128313208657e+00,5.423681365780455899e+00,-4.387949525701626996e+00,-5.147115089962598589e+00,8.151781698464954928e+00,8.895791257143248032e+00,7.402246006703887105e+00,-2.128959634697314307e+00,1.050746301232359459e+00,3.934217253851912233e+00,4.193746221172947486e+00,-2.643903028610424144e+00,2.708769214471353326e+00,0.000000000000000000e+00
-5.685576673494294742e-01,-9.177597992518629511e+00,-1.927212637443197041e+00,1.096360633195452472e+01,-6.660975336009117953e+00,-8.196385777484808344e+00,2.872186136206202001e+00,1.868195978300605242e+00,-5.614214453110888403e-01,-8.097843939437762373e+00,-5.735533028374384834e+00,7.820652111807550710e+00,-1.436736053573525185e+00,2.674680657146053520e-01,-1.088866090415394261e+01,-3.717331084210392156e+00,4.000000000000000000e+00
-2.386803302263884152e+00,-1.048322931937539337e+01,-1.119588133598242274e+00,9.608939250987782899e+00,-6.656450341729663656e+00,-8.005741269938585702e+00,6.259415377947805226e+00,2.514507683202620747e+00,-6.134510893124517361e-01,-7.710639540133384706e+00,-5.767372408250173166e+00,8.187977144426472620e+00,-1.092887665437006994e+00,1.069834387263327580e+00,-9.771693079149116556e+00,-3.981737754968114995e+00,4.000000000000000000e+00
-5.977966196419036038e+00,2.563156724232197092e+00,-5.925434331696780577e-01,7.221999248352345191e+00,6.111222372931031543e+00,-5.317770959871320535e+00,-6.138927410834154053e+00,7.581640964672844873e+00,7.774507974097788932e+00,8.486959658765504955e+00,-2.205706265300368063e+00,-2.839461167687286625e-01,4.231308482644005942e+00,3.573763522333911258e+00,-1.653534944108157934e+00,8.044548392065338227e-01,0.000000000000000000e+00
7.143055757566395769e+00,-6.357828422128521950e+00,3.135016820018864614e+00,4.788193868158566069e+00,-5.161452116021683523e+00,9.670305262310748162e+00,-1.555275614502659387e+00,7.637290586847743867e+00,-8.643114218828877426e+00,-6.359701426135717206e+00,-8.844639545169492578e+00,4.104989353078619452e+00,9.841860776694820734e-01,1.028952572620031702e+00,-9.699832448437556209e+00,1.172342637604171678e+00,2.000000000000000000e+00
-2.559875782028874003e+00,-4.880281616431243752e-02,-7.399110443833231798e+00,5.722108158450562865e-01,1.458468506797644615e+00,-1.066203846440266112e+01,3.302242696672406996e+00,6.518670291511028836e+00,5.015916801258736513e+00,1.108467915808566495e+01,9.890618369515928876e+00,6.105496175999384434e+00,-3.665056236816505386e+00,2.454501457519496999e+00,1.295528663009072323e-01,-5.357610615069557269e+00,3.000000000000000000e+00
5.592856570509733061e+00,-6.914540992947824982e+00,3.797248444371279064e+00,2.501848789088477076e+00,-5.567015456537953710e+00,7.956997343106441356e+00,1.714119354682228646e-01,7.517239068774539845e+00,-9.990472590159702904e+00,-6.289494856989898075e+00,-8.328499676243859895e+00,3.594098734971678866e+00,1.962394026355644527e+00,2.680289383305207718e-01,-8.858902999029430347e+00,-1.700973270656038761e-01,2.000000000000000000e+00
-6.340530593445536933e-01,-8.652018541638080151e+00,5.276181277076051224e+00,8.631900511195722103e+00,-3.093159240285664247e+00,2.303985235526219810e+00,-9.616946377451769834e+00,-3.349236629297667633e+00,6.722468392460945630e+00,2.465527992728491213e+00,-2.517048975600404415e+00,5.584928647605599039e+00,-4.262005075578486846e+00,2.455779716863043305e+00,8.125371950311286895e+00,-6.829438527108565582e-01,1.000000000000000000e+00
-1.869209091786958321e-01,-9.900241460103957891e+00,5.935248675487462933e+00,5.888466996458615377e+00,-2.171951244797446723e+00,8.174240139233954761e-01,-8.738118454928594403e+00,-3.159046909563469896e+00,9.947446202664359305e+00,3.200265010243386499e+00,-3.044359640823286028e+00,6.298841535500429245e+00,-3.314426477519174519e+00,1.664149173769505996e+00,7.298893256170400079e+00,5.940800971599693447e-01,1.000000000000000000e+00
-2.071916555591567288e+00,-9.162551277406432604e+00,-1.129393656130074142e+00,1.073243777192761783e+01,-8.170241270726910088e+00,-8.006889568520058731e+00,4.532084436530192662e+00,2.855934643615126056e+00,-1.307486244774232143e+00,-5.655647737177852186e+00,-5.368837027780626769e+00,8.087655497278749550e+00,-2.286899786080010877e+00,6.155124256327439980e-01,-9.273770394207506484e+00,-5.271618065557752253e+00,4.000000000000000000e+00
-6.332757285303154404e+00,2.296435091464049894e+00,-7.009204163525456499e-01,4.252372481962092721e+00,5.637173470636637873e+00,-4.232272526885403785e+00,-4.669460540642743851e+00,5.543278232302771613e+00,8.616479876514635095e+00,7.867658778314627455e+00,-4.206064820133257776e+00,3.348709897801067648e-01,3.285799500582327504e+00,4.014827505285139431e+00,-2.039702274049089326e+00,1.766827460280383955e+00,0.000000000000000000e+00
6.619812162802738875e+00,-7.083253625225101047e+00,4.596076128436976660e+00,5.395620883696111925e+00,-6.108020239955844310e+00,8.078932701796649241e+00,-2.723509303086908417e-01,8.527066779323634549e+00,-8.151558692358893410e+00,-6.056309871274220491e+00,-9.377593171793815685e+00,3.680283955606466151e+00,6.053979079535087848e-01,1.406924324341235488e-01,-8.269908420385469583e+00,2.418564659367250513e-01,2.000000000000000000e+00
-3.944488113325776091e+00,-9.475004286005262344e+00,-1.794318407530803849e-01,9.618475498433884496e+00,-7.750200548280867352e+00,-7.610451238494183812e+00,4.868746624880623486e+00,1.866639799813118561e+00,-9.827523261584794056e-01,-9.059736264022967944e+00,-5.905560235209609488e+00,7.410057830771305198e+00,-5.631031281265563848e-01,4.104780331734014798e-02,-1.237118629625525301e+01,-4.449884918921754640e+00,4.000000000000000000e+00
-3.907209473951541168e-01,-9.281895259713618174e+00,5.130926524643684594e+00,8.257887807366120825e+00,-2.719374517524539403e+00,2.627529802362055911e+00,-7.676116204984336555e+00,-2.267005739502466088e+00,9.452053889364686157e+00,3.042578000528725291e+00,-1.300466123682748387e+00,6.231875180302287376e+00,-2.066044118765626436e+00,1.644179977874979048e+00,6.928390137365479262e+00,-3.283699539282487478e-01,1.000000000000000000e+00
-4.089371121550809285e+00,1.490860189428853122e+00,-7.287577054953876754e+00,2.269667001276836515e+00,1.623884339788450815e+00,-9.421383962707768234e+00,3.350562221306588206e+00,1.058659794886492911e+01,5.078694362243241223e+00,1.004692940168644100e+01,9.651088319836469864e+00,5.164338578688429493e+00,-3.095075918548271687e+00,2.707224955931052612e+00,1.547118374862787693e+00,-4.942495837856557550e+00,3.000000000000000000e+00
-2.454331012656806976e+00,-8.895376278262318692e+00,-6.020944837155496332e-01,9.193108228431899676e+00,-6.429240535854856553e+00,-7.118960476305148610e+00,4.510583636991624346e+00,5.430574173836220098e-01,1.353631421779593058e+00,-8.434471389179382328e+00,-4.299548362041607952e+00,7.320227056681181566e+00,-1.934214704776981764e+00,1.015051608447621545e+00,-9.278004862830988131e+00,-3.765826601456690348e+00,4.000000000000000000e+00
-6.475814508972652206e+00,3.123987623245510825e+00,-1.426879950711041678e+00,4.316035619154017233e+00,5.644365381902601619e+00,-6.001986786971834853e+00,-4.592563001637449460e+00,6.616700904650312687e+00,1.010307589080755619e+01,7.583548382210096861e+00,-2.406737658385348144e+00,2.622129807528680301e-01,3.894158843951039728e+00,4.698196051860929146e+00,-1.564654566481194387e+00,2.352311344255505254e+00,0.000000000000000000e+00
-2.824885909590243438e-01,-9.013526523296356174e+00,6.376208465410917015e+00,7.990540378783421716e+00,-3.111154481374700520e+00,3.127840997579313331e+00,-8.860816765118098459e+00,-1.745520647453610241e+00,8.835524261544506430e+00,3.325199543321998519e+00,-9.756616844422461021e-01,5.590394693083883482e+00,-2.149673483612029035e+00,2.162352370930349377e-01,7.095631027220784759e+00,-1.449883979811749768e+00,1.000000000000000000e+00
6.239138214260517401e+00,-6.867745491058919072e+00,4.048797653668587238e+00,2.911281799552320582e+00,-7.845556013260470252e+00,7.637985893115182279e+00,-2.699928510601825593e+00,8.967393621416761107e+00,-9.336774200768259035e+00,-6.823940222264292643e+00,-7.804189967738064837e+00,2.466316735740613275e+00,3.384773872808570339e+00,1.289736205210160858e+00,-8.817697093032245803e+00,1.166632759000125752e+00,2.000000000000000000e+00
1.462992283063639931e+00,-9.260848040613842258e+00,4.709282194169731817e+00,7.755359443398343267e+00,-1.345953277850058472e+00,2.702922182685771002e+00,-9.006542872703164448e+00,-4.125129739982407173e+00,8.461034222476277122e+00,2.219339265964334729e+00,-1.920700430210054321e+00,6.471905065642141963e+00,-3.019153077599490587e+00,2.284951506597272530e+00,6.965918867124907266e+00,-1.582202001553682180e+00,1.000000000000000000e+00
-5.964998496510659498e-01,-9.506391776411481587e+00,5.912988649813361697e+00,6.741861033309786144e+00,-3.547741536288768316e+00,1.635256283834058078e+00,-9.946038078462290599e+00,-1.250341270558987361e+00,8.757745229744626769e+00,1.421302143652545480e+00,-2.337941896061305869e+00,5.949661720677325683e+00,-3.572660905045091262e+00,1.930816218921946437e+00,8.321783220623665045e+00,-6.878648961627775726e-01,1.000000000000000000e+00
-1.678266672797512626e+00,-8.908442613050830516e+00,-2.780607071366246741e-01,9.897533083906122187e+00,-6.911272249206844798e+00,-6.416428449628549302e+00,5.273676390696445893e+00,1.184248365646279444e+00,-1.416655029289787038e+00,-6.675333404233766643e+00,-5.646548223173529557e+00,9.177679241288458911e+00,-3.031471871445446720e+00,-1.746311979023502658e-01,-1.053873115989342502e+01,-5.399115304254279657e+00,4.000000000000000000e+00
-2.647371457170809350e+00,-9.670953349205490213e+00,-5.888019638398223066e-02,9.691321263137094633e+00,-7.329238664673331627e+00,-6.824357941457194876e+00,5.396482941559431090e+00,1.424072962221279326e+00,4.026139632784430100e-01,-8.447403908598062117e+00,-5.830901113067876729e+00,9.148777447548823716e+00,-6.287689630101085392e-01,1.942503549404451357e+00,-9.958215477374341873e+00,-3.994768607078366784e+00,4.000000000000000000e+00
-7.627956982689949150e+00,2.614476162045966223e+00,-1.782015882510410432e+00,5.914945653218558697e+00,5.975155703864698964e+00,-4.154361406469917917e+00,-4.060978474991034481e+00,5.123827345627298691e+00,9.070871982278866597e+00,8.531432629218823394e+00,-3.587038620986715998e+00,1.726347668773274002e-01,4.470503206838978727e+00,4.176103347339844341e+00,-4.290662490047632005e+00,-5.336136706782952377e-01,0.000000000000000000e+00
-3.077004456020629775e+00,9.160941409285050518e-01,-8.373886904372506379e+00,1.801903762583249469e+00,-4.871020910851218133e-01,-8.221422666767908893e+00,3.137215772075164555e+00,7.503054174966250933e+00,4.972799746372151830e+00,1.091454986393249982e+01,8.808992277792272674e+00,6.051575702179838423e+00,-4.822507381867790599e+00,1.807982159654858201e+00,-1.440798879181901082e+00,-6.315631253072999662e+00,3.000000000000000000e+00
-3.038315183746484127e+00,-7.976580508295630367e-02,-8.015832253469991286e+00,3.164498867254617487e+00,1.415451865314196755e+00,-9.327701749359539107e+00,2.208002159851905954e+00,9.029103899602148431e+00,6.095492155562591385e+00,1.008426260355041215e+01,1.152521909355764151e+01,6.733916223447819149e+00,-3.744293673197490513e+00,3.252349095711604576e+00,-5.692312806764822097e-01,-6.607633076535424088e+00,3.000000000000000000e+00
5.338702023152658960e+00,-7.544469649092565788e+00,4.806458343480207951e+00,4.182657380583749251e+00,-6.357864364632401788e+00,8.298111462795180415e+00,-1.872742865254496181e+00,7.635926511290964669e+00,-7.890360300986183795e+00,-5.715636845387053633e+00,-9.975388920179465657e+00,2.751357046455945365e+00,2.714299712300606515e+00,9.883750514575918578e-01,-8.479309946770571926e+00,8.322683506541935783e-01,2.000000000000000000e+00
3.999994173451239532e-01,-9.671843429720265561e+00,4.956008584387374682e+00,7.626485172384486866e+00,-1.522853484887529696e+00,2.656021500506819955e+00,-7.958683800507673212e+00,-2.284090348989405772e+00,8.676629661152395201e+00,1.924623269024516192e+00,-2.395096875200069420e+00,5.607958081437136144e+00,-4.911115576819653938e+00,2.660254756345434846e-01,7.823490554584050294e+00,-5.457803919491833744e-01,1.000000000000000000e+00
6.047473877951905941e+00,-6.588531778563011088e+00,3.337799675541474276e+00,3.820803423978446745e+00,-5.707906992430078930e+00,7.906108068052900784e+00,-1.660154042099313720e+00,8.051203385280121694e+00,-7.765197504943488482e+00,-6.000146733481585670e+00,-8.935859742616059975e+00,2.023119611674171647e+00,2.570021045291564832e+00,1.962218297521085009e-01,-7.876455541566920182e+00,2.527691088682670895e-03,2.000000000000000000e+00
-6.749164993168627058e-01,-9.223084065333091885e+00,5.158860196677070853e+00,8.654326974434841446e+00,-2.889564567474202761e+00,1.381772594027733891e+00,-7.756068621476412517e+00,-1.710188695478683796e+00,7.968538539594801406e+00,3.315841113986082167e+00,-2.804081976100474272e+00,5.903393879609525996e+00,-3.852766867795708539e+00,1.938581838858385531e+00,7.741254197125566172e+00,-2.655366921114773238e+00,1.000000000000000000e+00
-4.082938824820715462e-01,-9.759141558798340554e+00,5.248483045606968211e+00,8.510014545867313984e+00,-2.768028024304396872e+00,2.418984065712133091e+00,-8.256450776121523560e+00,-1.501365752879320059e+00,8.165028925255656489e+00,2.609573292295175762e+00,-1.913571559713949766e+00,4.826211409289050458e+00,-3.987097918676283825e+00,1.553473807588761524e+00,7.205582632910930485e+00,-1.170595791230726546e+00,1.000000000000000000e+00
-4.646948364447065494e-01,-8.948695491246187572e+00,4.314621522269077580e-01,1.042272872955711094e+01,-7.933990893542716805e+00,-8.308737455287314333e+00,4.311216848441491223e+00,1.498757144994547819e+00,-7.942168811639561676e-01,-7.286923028736526753e+00,-5.276323755683726802e+00,6.805700925349534636e+00,-1.754660275567444305e+00,4.784509190894948860e-01,-1.084939782805348152e+01,-5.216918756078757546e+00,4.000000000000000000e+00
-5.896909686125960448e+00,4.709121717580659450e+00,-1.306461514482600395e+00,4.908575178801695138e+00,5.251594661382934071e+00,-5.211588941005666165e+00,-3.797851603132254894e+00,6.253484147448335584e+00,1.045295174408417083e+01,7.973209715074398574e+00,-7.573821258429647152e-01,-6.535637308870871631e-02,5.283521914734910396e+00,3.581834505808084046e+00,-2.663916153111819174e+00,5.949082911391820883e-01,0.000000000000000000e+00
-2.538075537092149947e+00,-8.746916597758900735e+00,-1.884141405909364408e+00,1.043045545896326942e+01,-8.438487177097144354e+00,-8.332036025442068450e+00,3.559214267348608907e+00,1.640741058788986573e+00,2.062920451670505750e-01,-8.321096738103159751e+00,-4.252586425365845635e+00,7.099150890441949358e+00,-2.491265293624784327e+00,3.578822145278026667e-02,-9.478431989094305621e+00,-4.188564121389734218e+00,4.000000000000000000e+00
-4.537862162695018853e+00,1.915169753644699213e+00,-1.731832068793864643e+00,6.400333995752029992e+00,5.006340570833727632e+00,-5.724597072910382778e+00,-3.903935600294476060e+00,5.934633632763500088e+00,9.034275210056891936e+00,8.380388862302003972e+00,-3.334372522566603436e+00,-5.495083945806646941e-01,3.721609534910970574e+00,3.916863873009146069e+00,-2.867958411131648067e+00,2.273552926712039124e+00,0.000000000000000000e+00
-1.453041485214634498e+00,-7.384802412726767074e+00,-9.667285833218057789e-01,9.119925659766302317e+00,-7.802794599851744728e+00,-6.548662925099961285e+00,5.004167298996030411e+00,2.191892609714206852e+00,6.598576464010017517e-01,-7.060761168635909968e+00,-6.034114541496299999e+00,7.902156749606100483e+00,-2.992059065969633558e+00,7.286833671536602219e-01,-1.116921854275432047e+01,-5.116321098612536034e+00,4.000000000000000000e+00
-4.017054269308297343e+00,-1.121853939022803004e-01,-7.784985142768231725e+00,3.112994242962917379e+00,1.978467313595729804e+00,-1.005546396950269994e+01,1.911614720776874332e+00,8.179979911479147603e+00,5.363663103896578299e+00,1.118429870996950015e+01,8.884124515871619110e+00,6.304150659228950460e+00,-4.772315105739340702e+00,2.634777410177553403e+00,-8.116734169352326500e-01,-6.886542004984906207e+00,3.000000000000000000e+00
-3.563540434431302195e+00,-9.758691922882298808e-01,-7.554070103102008105e+00,2.006908028968077851e+00,6.394731700838176547e-01,-8.961734487535039761e+00,2.468988468886553544e+00,6.971606734412916673e+00,6.279136495828058884e+00,1.040408684834393327e+01,9.692173610730170807e+00,5.073633198340519179e+00,-3.257046788527560466e+00,3.000183772862915710e+00,3.919875170107985918e-01,-7.553313055690927591e+00,3.000000000000000000e+00
5.862676490390651196e+00,-5.523948378882041155e+00,3.536289597766290260e+00,4.305089016521932876e+00,-6.550188148277737099e+00,8.562874276004166063e+00,-1.356945846994352278e+00,8.514504574382625535e+00,-8.589761540366680492e+00,-5.405907190598756351e+00,-8.648125254740076429e+00,2.735468653920159809e+00,-1.996854010273425573e-01,-6.380302222834777215e-01,-9.376657862774264274e+00,6.384246129470202424e-01,2.000000000000000000e+00
-7.045940715161759904e+00,2.754446137391887373e+00,-1.363158704639276353e+00,5.289277155381450157e+00,6.103982295011102899e+00,-2.928216270927514131e+00,-3.212253757248192620e+00,7.729034371157964323e+00,9.658817202843197336e+00,7.945659763529932640e+00,-1.465103018248826494e+00,-1.092576889266065665e+00,4.160234888186360003e+00,4.851400237839772700e+00,-3.798328421506703023e+00,-1.260499805430916886e-01,0.000000000000000000e+00
-1.457802115827193656e+00,-6.591656713332156414e+00,-1.186169947282801562e+00,1.052855176001894755e+01,-6.171043717595811273e+00,-7.644994874438678423e+00,5.044176699598260427e+00,1.711629104226815690e+00,1.002416476861634820e+00,-8.930829241685440678e+00,-5.340058662387672683e+00,7.870313830300658786e+00,-9.976208167740482358e-01,5.861145999856018918e-01,-1.044283749945354067e+01,-4.586512720290071954e+00,4.000000000000000000e+00
-4.337246000237393040e-01,-1.006191372630644132e+01,4.794764235299909139e+00,7.500209463411261268e+00,-1.291284794276226000e+00,2.670780906611808891e+00,-8.758307188579335545e+00,-1.452458253238841923e+00,9.423077714244726621e+00,3.465592755829543403e+00,-2.319846836182834604e+00,4.776418888054759115e+00,-4.719436826380576377e+00,2.132928204016943496e+00,6.485498551461708061e+00,-1.683803323207801572e+00,1.000000000000000000e+00
-6.597496803398365195e+00,2.424897143479316952e+00,-2.129598493041539697e+00,4.862414603455436080e+00,6.416600689568113580e+00,-3.180423018363268461e+00,-4.447065335587971902e+00,6.136517163850975010e+00,9.394331119036483102e+00,7.277458899684656757e+00,-2.512106591818818124e+00,7.797888313794003601e-01,4.086737537130344045e+00,2.678630240416532082e+00,-2.192736881985873687e+00,9.403857698454904934e-01,0.000000000000000000e+00
-6.189845794304073223e+00,2.299562462291681708e+00,-1.297155243716712647e+00,4.743207153121951514e+00,2.494797433306782608e+00,-3.768571590953875283e+00,-4.138586866569638367e+00,7.439017393841987236e+00,9.550795992612842511e+00,7.381937721759512350e+00,-2.244558546920267350e+00,5.237371233170983187e-01,4.318101152921162367e+00,5.961061400669092514e+00,-2.404217553781297312e+00,2.663022361855082565e+00,0.000000000000000000e+00
3.571602688033091999e-01,-1.023458409634508826e+01,2.708677108350519891e+00,7.596597570247728193e+00,-2.924715551492473864e+00,1.941339784125917678e+00,-8.095045031154441517e+00,-3.407908679268668362e+00,9.216348749877701252e+00,2.436789721569601497e+00,-1.822114743195176301e+00,5.233400268754336615e+00,-3.649686983802423512e+00,-1.122944617396586242e-01,7.197624860179496764e+00,-1.291299162358197306e+00,1.000000000000000000e+00
-3.394080087246444943e+00,-8.745536959052188308e+00,-6.837943029647431947e-01,7.779310189366285933e+00,-6.563244285602635841e+00,-7.398121077541166102e+00,4.506920261796287797e+00,2.029228441735880573e+00,-1.376361475882938112e+00,-7.161420171185064021e+00,-4.808254212275600459e+00,6.547248357517145401e+00,-2.053278881486457763e+00,1.362333025775900985e+00,-9.892744251816749212e+00,-4.208237726856308925e+00,4.000000000000000000e+00
