f0,f1,f2,f3,label
4.088137946508060061e+00,-5.817087694542596665e+00,-3.864115173125937996e+00,6.227861733479449491e+00,1.000000000000000000e+00
-7.293153488709593901e-01,-1.073418573533851550e+01,5.199179089510161056e+00,7.358231706186075805e+00,4.000000000000000000e+00
-1.964548542323335534e-02,-1.083418982806406383e+01,5.998793062390886277e+00,7.056415651941089884e+00,4.000000000000000000e+00
-6.105737142015250640e+00,2.122203756239419370e+00,-2.067725666803235551e+00,5.239397105266753840e+00,0.000000000000000000e+00
2.888981731979136658e+00,5.253801710295208593e+00,-1.812944025155960759e+00,7.792674660602101344e-01,3.000000000000000000e+00
5.016414259458891189e-01,-8.670806307565603888e+00,6.375181874340503541e+00,6.284476119974024222e+00,4.000000000000000000e+00
5.326830071116033238e+00,-4.250220296511018070e+00,-4.225977339184638915e+00,7.189087229829223880e+00,1.000000000000000000e+00
-6.479841664400090018e-01,-8.989805039773754558e+00,6.469945984716130027e+00,7.745880137634411078e+00,4.000000000000000000e+00
7.034062440463995092e-02,-9.114893907129719253e+00,4.287869059115900328e+00,7.509483067874819007e+00,4.000000000000000000e+00
9.361725034069484863e+00,7.844840136439532152e+00,-1.919881050331812222e+00,5.593281591347215587e-01,2.000000000000000000e+00
4.903870088314732811e+00,5.315471614347899276e+00,-2.105931995277062985e+00,6.776017643554247405e-01,3.000000000000000000e+00
3.005875775705051822e+00,4.997638453417028614e+00,-2.437415887659033942e+00,1.003520264849273147e+00,3.000000000000000000e+00
-6.553070195282551857e+00,2.202962386423772845e+00,-6.901625897146993482e-01,6.250075413243269651e+00,0.000000000000000000e+00
5.090739219607332444e+00,-5.101992081713396132e+00,-4.618921758774875208e+00,4.519506952386294962e+00,1.000000000000000000e+00
4.329173131761903548e+00,4.335303001651533705e+00,-2.260514646260058491e+00,6.044837003275079779e-01,3.000000000000000000e+00
1.059460062261830871e+01,7.818684324312200395e+00,-2.904430072704699217e+00,-5.225000167495744696e-01,2.000000000000000000e+00
1.015708960306416309e+01,6.914206873187727531e+00,-2.528748267495525504e+00,-7.070192644604776921e-01,2.000000000000000000e+00
9.968839110086472388e+00,6.728618100641710065e+00,-3.561600507127982596e+00,3.162807451726585284e-01,2.000000000000000000e+00
-5.949787922780419791e+00,2.632055232404177492e+00,-1.453320175348421728e+00,5.457217932550264550e+00,0.000000000000000000e+00
5.544116947638562110e+00,-4.682406144160438544e+00,-3.951115945913618699e+00,6.533791931141811560e+00,1.000000000000000000e+00
3.970501469271261463e-01,-8.428435642895628632e+00,3.713100826069081428e+00,8.223419240768194527e+00,4.000000000000000000e+00
4.030348521166100539e-01,-1.039277694882646941e+01,6.259534694720385595e+00,7.809706601684643701e+00,4.000000000000000000e+00
5.562140631483655007e+00,-5.148815817112172510e+00,-4.978838870065895428e+00,5.492627424921453283e+00,1.000000000000000000e+00
-4.810043847924850624e+00,3.468445200545995810e+00,-1.607491352912277405e+00,6.022211775968047576e+00,0.000000000000000000e+00
3.697670489132676153e-01,-8.410071581884476899e+00,4.389213850088609981e+00,8.759648981104504628e+00,4.000000000000000000e+00
1.236339877352806482e+00,-9.802975953845631807e+00,5.845102305245658769e+00,7.683635464665488968e+00,4.000000000000000000e+00
7.231264992103204392e+00,-5.075153561499105237e+00,-4.957101746074219939e+00,6.730605872177029880e+00,1.000000000000000000e+00
8.549735188330881641e+00,9.147215143011909078e+00,-2.808077062246137956e+00,-5.023815413487451309e-01,2.000000000000000000e+00
6.635258314623029285e-01,-8.188934922425326945e+00,5.836655333632556619e+00,8.466951537955594631e+00,4.000000000000000000e+00
8.884576529506905018e+00,7.001087391155286888e+00,-3.691757556661840134e+00,3.408609683146988090e-01,2.000000000000000000e+00
4.286992123512519903e+00,6.071035101546876867e+00,-3.374053690643868286e+00,1.603258863603951312e+00,3.000000000000000000e+00
-5.854497182092013752e+00,1.682154992959610684e+00,-9.794399221279115331e-01,6.130327201360222134e+00,0.000000000000000000e+00
2.681517101694172123e+00,3.782480836333411478e+00,-3.645583659047840097e+00,8.281528293759782278e-01,3.000000000000000000e+00
2.872346045503527012e+00,4.948301590107818448e+00,-2.795571645707623620e+00,1.839115983647021224e+00,3.000000000000000000e+00
3.770298141563909855e+00,4.642809436323600991e+00,-2.566368573148662069e+00,1.061042463597992480e+00,3.000000000000000000e+00
6.904043258902274438e+00,-2.764943677755795193e+00,-4.763963242870641324e+00,6.091772019652250236e+00,1.000000000000000000e+00
4.640647197637542409e-01,-9.850089559833755004e+00,4.339030442089464756e+00,7.795069764654739330e+00,4.000000000000000000e+00
3.853775559090467873e+00,5.608399138779715187e+00,-2.285647899999507793e+00,2.282144155261625507e+00,3.000000000000000000e+00
-6.332757285303154404e+00,2.296435091464049894e+00,-7.009204163525456499e-01,4.252372481962092721e+00,0.000000000000000000e+00
7.813338172654042069e+00,6.832994294326452334e+00,-3.484584054069756132e+00,1.128883980125636954e+00,2.000000000000000000e+00
4.380547533328630117e+00,-4.424251602068709488e+00,-5.143234372322792680e+00,6.045992176709185983e+00,1.000000000000000000e+00
4.383466402495314718e+00,-4.112299183321766805e+00,-3.756667807362840783e+00,5.540249054320725897e+00,1.000000000000000000e+00
-5.001669007153918933e+00,3.254499787046653658e+00,-6.460975391183528815e-01,5.166754491526034165e+00,0.000000000000000000e+00
-6.166603114185757128e+00,1.426980015937923785e+00,-1.916519556993942830e+00,6.150308675427160310e+00,0.000000000000000000e+00
8.505827033886184552e+00,5.821139347174755230e+00,-1.883825875451262011e+00,-3.128449359896576798e-01,2.000000000000000000e+00
5.977366013066044426e-01,-9.945624982424076777e+00,5.573191490390809300e+00,7.416424504054040412e+00,4.000000000000000000e+00
6.676394822917077754e+00,-4.046691509492988281e+00,-4.523363500847096041e+00,4.562351383740756106e+00,1.000000000000000000e+00
4.419071613706206492e+00,3.188318390220991283e+00,-3.396018129138548058e+00,1.276730943360230297e+00,3.000000000000000000e+00
9.863502418518709902e+00,7.380407626475735228e+00,-1.843782428763861336e+00,-7.179430070553700638e-01,2.000000000000000000e+00
-7.182091422503122047e+00,3.872559126761236925e+00,-1.529052186313210271e+00,5.623362775821701298e+00,0.000000000000000000e+00
-6.044012291264802883e+00,1.985011139932805868e+00,-3.993386732940193973e-01,5.073980626693076701e+00,0.000000000000000000e+00
4.398247561783910520e+00,-4.843287981961640121e+00,-4.753114379753880847e+00,6.139351065260941098e+00,1.000000000000000000e+00
2.747916655496607241e+00,5.271468408794334870e+00,-4.317150820725617066e+00,1.432915673502561216e+00,3.000000000000000000e+00
4.130315340906951960e+00,3.598215851227973605e+00,-3.636626107481378156e+00,2.503505426380461252e+00,3.000000000000000000e+00
-2.498378674725626469e-01,-9.604091911978599683e+00,6.388001978991282748e+00,7.386468880892503641e+00,4.000000000000000000e+00
5.687494196533255497e+00,-2.942898992765035526e+00,-5.076995376741193056e+00,6.850241822798983193e+00,1.000000000000000000e+00
5.865694713107986180e-01,-9.612127491125827206e+00,6.117996122876737886e+00,7.425100396481984610e+00,4.000000000000000000e+00
-5.989942375810236364e+00,1.534408839542005687e+00,-2.006661972842955777e+00,5.605467309414771115e+00,0.000000000000000000e+00
9.567706554553039311e+00,5.929145045112790058e+00,-2.394787966079381381e+00,2.943951348915322952e-01,2.000000000000000000e+00
3.497337294806376562e+00,4.338791092911611358e+00,-2.284830444267075933e+00,1.223668981195306982e+00,3.000000000000000000e+00
-1.072759184112576314e+00,-9.850242156210924804e+00,7.265582469793702813e+00,8.068196347551214842e+00,4.000000000000000000e+00
5.311435324885249720e+00,-3.352014187679670520e+00,-4.325347738491089444e+00,5.423404397231138319e+00,1.000000000000000000e+00
2.937471431343781969e+00,3.770890932116004457e+00,-3.378099452023036076e+00,1.671654884019939225e+00,3.000000000000000000e+00
5.332520345845215282e+00,-4.664554582485173739e+00,-3.756019930992713363e+00,7.068287341463569184e+00,1.000000000000000000e+00
-9.601009860305487198e-02,-7.960834438929564882e+00,4.234110685794535200e+00,7.386318360178148801e+00,4.000000000000000000e+00
6.633210741338184668e+00,-2.613635431000033371e+00,-4.194828572547446122e+00,5.033704486357782670e+00,1.000000000000000000e+00
-5.624814186240737257e+00,1.879201332321911000e+00,-1.163781420889798301e+00,6.663216586022968180e+00,0.000000000000000000e+00
-5.075034782641386855e+00,3.155475514818084193e+00,-5.753922498976010713e-01,6.118487444986781654e+00,0.000000000000000000e+00
3.641178089673387408e+00,3.593548535531617905e+00,-2.842312522459777391e+00,1.022198432817310820e+00,3.000000000000000000e+00
5.423681365780455899e+00,-4.387949525701626996e+00,-5.147115089962598589e+00,8.151781698464954928e+00,1.000000000000000000e+00
7.880741149567216830e+00,7.956734289914944469e+00,-4.418311805537448400e+00,-1.557411217762931233e-01,2.000000000000000000e+00
-1.304184926850083803e-01,-9.538652791467290726e+00,5.876548753587409912e+00,7.643023888687297429e+00,4.000000000000000000e+00
5.146290886375993523e+00,5.087353604507534044e+00,-2.384751317973198059e+00,9.358575640619991587e-01,3.000000000000000000e+00
-1.179214764463105247e+00,-9.678224930145496785e+00,5.801652548122338438e+00,6.221418569874751725e+00,4.000000000000000000e+00
6.135324155352640751e+00,-5.007412229358856770e+00,-3.875765201304023133e+00,6.530813646436825159e+00,1.000000000000000000e+00
5.651866993844314457e+00,-4.885324560996024523e+00,-4.743688404077613718e+00,7.087072756099924931e+00,1.000000000000000000e+00
-5.938745934547587702e+00,2.008111807271213856e+00,-1.108163314268914901e+00,6.493425937669868198e+00,0.000000000000000000e+00
9.689587305845209997e+00,7.824782875823673045e+00,-3.722808849530331532e+00,-8.676332590294205671e-01,2.000000000000000000e+00
6.090897451772844917e+00,-4.739001302720327047e+00,-5.314945220059391850e+00,6.384191928895795343e+00,1.000000000000000000e+00
2.926649609897981286e+00,4.983903181337331567e+00,-2.164294939511737681e+00,-2.318199353542540475e-01,3.000000000000000000e+00
-6.140697443074895290e+00,7.821933402446137329e-01,-1.047211460058873556e+00,4.989446246723625578e+00,0.000000000000000000e+00
-5.343432419833464841e+00,1.050332382778589757e+00,-1.850134960356037972e+00,5.002282288157036128e+00,0.000000000000000000e+00
-7.511373544454471585e-01,-9.528029214424925897e+00,5.029885405407682697e+00,7.129455535308435898e+00,4.000000000000000000e+00
8.451071988693927395e+00,6.921240830952459788e+00,-2.353571009454682006e+00,1.684158378937367972e+00,2.000000000000000000e+00
3.663715951123947434e+00,4.547999795963591829e+00,-2.073235989957689540e+00,1.421628532151188118e+00,3.000000000000000000e+00
6.726693783482983413e+00,-2.853481126065733342e+00,-4.006469527323844204e+00,5.151809779157050961e+00,1.000000000000000000e+00
8.427392495710055442e+00,5.720928085842160726e+00,-3.078437697072976764e+00,1.662849146198874140e+00,2.000000000000000000e+00
5.100950259090756944e+00,-3.765973149140915410e+00,-4.348069462537678120e+00,5.252143347856180533e+00,1.000000000000000000e+00
9.295155264074289603e-01,-8.924627388128294925e+00,5.363239913992482677e+00,6.020516091173284678e+00,4.000000000000000000e+00
9.435488379970296435e+00,9.785598991625915843e+00,-2.904670895467556413e+00,-7.786939850045145883e-01,2.000000000000000000e+00
8.761677034241442286e+00,7.013050095656867988e+00,-2.758904762097478258e+00,4.846122114087212940e-01,2.000000000000000000e+00
-7.024802019206259907e+00,2.032670373495185423e+00,-1.012480932063259953e+00,6.160398631358242838e+00,0.000000000000000000e+00
9.470418361029517840e+00,6.659176339769926400e+00,-2.603530397772875205e+00,4.305117377398118284e-01,2.000000000000000000e+00
9.516114232470960221e-01,-9.110185924513123368e+00,5.658798605490402700e+00,6.028215278199490434e+00,4.000000000000000000e+00
5.923183693935065719e+00,-5.227355502272619248e+00,-4.533186736407966322e+00,5.615593758204576957e+00,1.000000000000000000e+00
-4.831509545658388305e+00,2.009535574676736935e+00,-1.792747882870978415e+00,6.187141343060979182e+00,0.000000000000000000e+00
3.844496757664297881e+00,4.874497999176108820e+00,-2.484283233673835856e+00,2.454206009670123478e+00,3.000000000000000000e+00
9.574769377580103935e+00,7.449115837794500372e+00,-2.395529308391591172e+00,-1.029590940654098730e-01,2.000000000000000000e+00
-5.608884807689670460e+00,3.229525877374569642e+00,-1.342827946791167015e+00,7.599786577347416028e+00,0.000000000000000000e+00
1.016471001404355157e+01,8.054967996074269720e+00,-4.075431364385525335e+00,9.709001191932025154e-01,2.000000000000000000e+00
-6.503191885490428037e-01,-9.830216649647155691e+00,5.638132583515540475e+00,7.213582193357611416e+00,4.000000000000000000e+00
-4.856369241199109510e+00,1.290993153217242950e+00,3.767463911963049306e-01,4.614917817336452899e+00,0.000000000000000000e+00
6.542320211756386783e+00,-4.836386248391023379e+00,-2.972779276330099307e+00,5.692264558837038635e+00,1.000000000000000000e+00
9.731717854119789735e+00,7.638863301002552397e+00,-3.036316224126538899e+00,-6.672873060899821018e-01,2.000000000000000000e+00
5.209106943942105161e+00,-4.038251788931839670e+00,-5.982318388717007274e+00,4.659962432451335346e+00,1.000000000000000000e+00
1.018183031252375592e+01,7.567965117158383492e+00,-2.533211982546011320e+00,-1.468714461724527354e+00,2.000000000000000000e+00
8.782585383160604664e+00,7.430415947994786663e+00,-2.550865239960287134e+00,-5.420427713460017616e-01,2.000000000000000000e+00
3.622511629659226351e+00,3.262551909994015897e+00,-3.445566347665075746e+00,2.654582702027412644e+00,3.000000000000000000e+00
2.840778990637931045e-01,-9.323355177242108383e+00,3.722062265285002169e+00,7.680983162416237242e+00,4.000000000000000000e+00
8.832875091988148242e+00,5.813435138378004297e+00,-1.720704155303931060e+00,-1.163637235087408683e+00,2.000000000000000000e+00
5.319803346548676259e+00,-4.526439994081204787e+00,-4.956606986727773112e+00,6.075427109122520264e+00,1.000000000000000000e+00
-6.343647376814534944e+00,4.552408389359728247e+00,-2.639155324333683161e+00,5.631623828082229721e+00,0.000000000000000000e+00
9.343636327955232801e+00,7.858534361551146041e+00,-3.886023158872887073e+00,2.157958893543806267e-01,2.000000000000000000e+00
4.507502438948627344e+00,-4.885160440539183746e+00,-3.766202778220919978e+00,4.859390309154120402e+00,1.000000000000000000e+00
-4.120187316874574512e-01,-9.664879873785107378e+00,4.574653093391441772e+00,8.966665808716141939e+00,4.000000000000000000e+00
5.405365815467246371e+00,-3.662588017540335361e+00,-4.499138829195510780e+00,5.269511563730716830e+00,1.000000000000000000e+00
9.706000809351031933e+00,8.847242941696077168e+00,-4.468670899500654770e+00,-3.283612781995559615e-01,2.000000000000000000e+00
9.122151117981289303e+00,7.386582256590277673e+00,-2.994372901318997471e+00,-5.377968488546759629e-02,2.000000000000000000e+00
4.315290946735273359e+00,-3.357793809174126398e+00,-3.744189453333233164e+00,4.098240789431875086e+00,1.000000000000000000e+00
-6.181034023324203375e+00,2.244798775341529939e+00,-1.377708801071534150e+00,5.802462860354057561e+00,0.000000000000000000e+00
3.175851232239596200e+00,4.429192181991680854e+00,-2.020714274748502071e+00,1.234590163604415647e+00,3.000000000000000000e+00
5.746485457523141882e+00,-4.788329575939730631e+00,-5.153250045681364355e+00,6.933794027942262517e+00,1.000000000000000000e+00
3.582133557041528693e+00,3.339921335653615042e+00,-3.674281068392073024e+00,1.477427656135056999e+00,3.000000000000000000e+00
-7.643557328390991223e+00,2.033242607500179933e+00,-1.710193322573502872e+00,6.557360847607629495e+00,0.000000000000000000e+00
6.643906013352150808e+00,-3.522465262520466212e+00,-5.530254672048608100e+00,6.213861549090140102e+00,1.000000000000000000e+00
-5.103102561189393205e-01,-8.660241779966925790e+00,6.431270286733400177e+00,7.974700352377970702e+00,4.000000000000000000e+00
-6.845843304075148517e+00,2.774255867501902006e+00,-9.050207467394242311e-01,4.922592188274915515e+00,0.000000000000000000e+00
4.774205067406505520e+00,-3.675070332334903878e+00,-4.074259286272181591e+00,7.098627840733894523e+00,1.000000000000000000e+00
6.152100163834628432e-01,-1.031540415114830189e+01,5.690366134529221576e+00,7.111621222661757891e+00,4.000000000000000000e+00
-6.425774098214857233e+00,1.709216331783404375e+00,-1.933179859843103365e+00,5.887960063662388777e+00,0.000000000000000000e+00
-8.078050074218420806e-02,-9.528105656928046230e+00,5.292298881892604001e+00,6.844556660930169123e+00,4.000000000000000000e+00
9.128642032917232640e+00,7.813039651691753740e+00,-1.396306566497838908e+00,8.359571899195421540e-01,2.000000000000000000e+00
9.846645420138566251e+00,7.290219957375367876e+00,-2.800580624286605147e+00,-4.629632806980796822e-01,2.000000000000000000e+00
-5.664027435774849906e+00,2.473785570151330493e+00,-8.739313598169939912e-01,2.856358345775596330e+00,0.000000000000000000e+00
1.043456392032167379e+01,8.509146100419462400e+00,-3.624874153560381007e+00,-6.902978098748404623e-01,2.000000000000000000e+00
3.801560264157008096e+00,3.057976913826356835e+00,-3.965896103521926896e+00,2.864403075321439562e+00,3.000000000000000000e+00
9.016072429372455233e+00,8.890111284732578056e+00,-2.823974466629900260e+00,3.832086350231200811e-01,2.000000000000000000e+00
4.831315743735284940e+00,5.643377977787668698e+00,-4.224119465665330253e+00,-1.690166439932900833e-01,3.000000000000000000e+00
2.298245034203509896e+00,5.237603083135608628e+00,-1.532919474810609417e+00,2.528420356587150586e+00,3.000000000000000000e+00
3.108067890668420930e+00,4.740503953727905895e+00,-2.984339311273491280e+00,1.494082785186091833e+00,3.000000000000000000e+00
-3.416019466369073498e-01,-8.171673219519957954e+00,5.460733479545927693e+00,8.523118715262665290e+00,4.000000000000000000e+00
5.163380587975522573e+00,-6.044710394581473523e+00,-4.920607231312854601e+00,4.610567711247828271e+00,1.000000000000000000e+00
-5.286042803035634563e+00,2.101637799580162724e+00,-6.408941455787587893e-01,5.715396839999646872e+00,0.000000000000000000e+00
4.014594525727874341e+00,4.959754892815336547e+00,-2.615955318221948378e+00,-3.295803586187080469e-01,3.000000000000000000e+00
4.802578236950989066e+00,-5.699373030708372312e+00,-5.006969386239570774e+00,6.479311206590180561e+00,1.000000000000000000e+00
4.728762503437110354e+00,-6.291283544177654896e+00,-4.427693546632702315e+00,5.861973519750830697e+00,1.000000000000000000e+00
4.836042313760890110e+00,-3.274976603069434056e+00,-4.470245026708769664e+00,5.666218165246006855e+00,1.000000000000000000e+00
-1.012121057303303928e+00,-9.516048036986713754e+00,5.716902408570828875e+00,9.034592780079730545e+00,4.000000000000000000e+00
4.007102532294563035e-01,-1.055714893839802571e+01,5.028380140556894418e+00,7.783685749582778257e+00,4.000000000000000000e+00
-6.329748472918694802e+00,2.057127229310817818e+00,1.236955777515502675e-01,6.855481343277482154e+00,0.000000000000000000e+00
-1.001862153208419537e+00,-9.703600339532544083e+00,5.141134607544482371e+00,7.172096634966848683e+00,4.000000000000000000e+00
8.508096020150860639e+00,8.055972222806627059e+00,-2.773780908400300227e+00,7.210780586318432661e-01,2.000000000000000000e+00
3.797096278001632630e+00,5.033061667939070283e+00,-3.360654121669515160e+00,1.086576684102162904e-01,3.000000000000000000e+00
5.316832500915816162e+00,-3.305712526258264283e+00,-4.410609900714722365e+00,6.834101850874011674e+00,1.000000000000000000e+00
8.391881750962827624e+00,8.077212860457262167e+00,-2.740898772114463977e+00,-1.903283342533820255e-01,2.000000000000000000e+00
-4.588816783427591695e-01,-1.021487326356749925e+01,4.896848838080877897e+00,7.637875242212087024e+00,4.000000000000000000e+00
3.287667681578351431e+00,4.413317019749785075e+00,-3.443851362327742471e+00,1.878196022625246098e+00,3.000000000000000000e+00
8.675309290061589351e+00,7.391041171459988846e+00,-3.360822154809905093e+00,-1.622505290278400958e-01,2.000000000000000000e+00
4.620581496546643407e+00,-4.816330812893839131e+00,-4.102771265390312116e+00,5.525000730133815097e+00,1.000000000000000000e+00
-5.478637159074282614e+00,2.344502160918497946e+00,-1.145674856843138079e+00,5.448935829788748464e+00,0.000000000000000000e+00
8.167440674017841573e+00,7.908514594090812366e+00,-2.278912855633306922e+00,7.314116638415113503e-01,2.000000000000000000e+00
5.416221277495277597e+00,-4.417011570051116109e+00,-3.273491407997237701e+00,5.558043164820858806e+00,1.000000000000000000e+00
5.564836157913524151e-01,-1.003408246323628639e+01,5.492908847341074541e+00,8.302424118707799394e+00,4.000000000000000000e+00
5.370986474270024402e+00,-4.348170905479072701e+00,-4.794145269573910184e+00,5.240162086932009800e+00,1.000000000000000000e+00
-6.288604471888444181e+00,2.405879091229203848e+00,-1.809039560281519687e+00,7.091424089880456805e+00,0.000000000000000000e+00
-6.111891902508325813e+00,2.932696763536352780e+00,-5.411207882231461319e-02,5.884208934303081229e+00,0.000000000000000000e+00
-6.392304961696560817e+00,2.471604427701205697e+00,-8.887632148489097439e-01,4.578891068130849007e+00,0.000000000000000000e+00
6.856844960108269049e+00,-3.840983435034680760e+00,-4.605191103341724101e+00,5.445506601676637359e+00,1.000000000000000000e+00
1.054847762176378900e+01,6.769844904578699918e+00,-3.150620390847829189e+00,6.830636316029409238e-01,2.000000000000000000e+00
3.557789034700128195e+00,4.224365495226570566e+00,-2.552450390708806083e+00,1.739281762643891227e+00,3.000000000000000000e+00
1.195991001689610256e-01,-9.712773797699744804e+00,5.450995103668977215e+00,7.593829923287784389e+00,4.000000000000000000e+00
3.167458584596271054e-01,-8.284378660929576199e+00,5.377684393929192730e+00,7.098864569363652066e+00,4.000000000000000000e+00
8.385093574905299718e+00,7.646521588967353900e+00,-2.230965480659288680e+00,-1.367188143448027082e+00,2.000000000000000000e+00
9.637536029480481048e+00,8.036424336306186689e+00,-3.709237975553212774e+00,-1.651279114153036270e-02,2.000000000000000000e+00
-6.086611520445380563e+00,2.534521201344361874e+00,-1.038508848292879927e+00,6.897366339844550609e+00,0.000000000000000000e+00
-6.527203377871269474e+00,1.548592712048021180e+00,-1.876058325922588477e+00,6.551773405448075849e+00,0.000000000000000000e+00
5.096355382533632294e+00,-4.333336036183118800e+00,-4.080026246853488026e+00,6.506914432392377101e+00,1.000000000000000000e+00
-5.752132158734535317e+00,8.667651215551659405e-01,-8.431971976514835987e-01,5.423633722808376412e+00,0.000000000000000000e+00
9.046306002363856180e+00,7.700677039994960005e+00,-2.004569459372347318e+00,1.439053489208574454e+00,2.000000000000000000e+00
7.598005732728230655e+00,7.815679574902755888e+00,-3.406676532319794948e+00,4.651999771023396235e-01,2.000000000000000000e+00
-6.613894877392632488e+00,2.040641197715025612e+00,-6.909504026546983146e-01,5.510883276795253138e+00,0.000000000000000000e+00
-6.209650746350020789e+00,3.037337697728552222e+00,-2.624685382688212165e+00,5.779092932893567180e+00,0.000000000000000000e+00
3.558413602911730589e+00,4.959563927536747130e+00,-3.006902364907259262e+00,1.129686626727252285e+00,3.000000000000000000e+00
-6.255269659888184286e+00,2.248490072744862012e+00,-1.967431439807430849e+00,6.345468383331089868e+00,0.000000000000000000e+00
5.242192298714049237e+00,-5.097684055696690031e+00,-4.303266830057680181e+00,6.421690127054376696e+00,1.000000000000000000e+00
-5.378079114593472987e+00,3.553093326102010785e+00,-3.752742306383978210e-01,6.058212684702897199e+00,0.000000000000000000e+00
-6.674879622761715758e+00,1.748519597146422466e+00,-2.047495356426242807e+00,6.673050236871923779e+00,0.000000000000000000e+00
1.036187921396374456e+01,7.363632800090620378e+00,-3.928952644590010479e+00,1.085544740317044621e+00,2.000000000000000000e+00
1.013000725422986115e+01,7.689791121578186228e+00,-2.934838370010755870e+00,7.758584555287576512e-01,2.000000000000000000e+00
8.924738640782633681e+00,8.063981170076505833e+00,-2.413005932994250813e+00,-4.713382601184261667e-01,2.000000000000000000e+00
3.608135773496452980e+00,4.512173089757082423e+00,-2.781885816027333647e+00,7.166322853452965491e-01,3.000000000000000000e+00
-5.938909514249941068e+00,1.600944270740606745e+00,-1.501094339729895921e+00,5.211177204098422777e+00,0.000000000000000000e+00
5.874974961903689952e+00,-5.065823214804312080e+00,-5.293055594549442411e+00,4.540816010227881172e+00,1.000000000000000000e+00
-2.332694150370198671e-04,-9.895830100489408920e+00,5.612546112530022668e+00,8.018873828105661516e+00,4.000000000000000000e+00
-6.069626497864349934e-02,-1.044896427635746505e+01,4.136125845748530594e+00,9.032598664045302428e+00,4.000000000000000000e+00
1.782584675360018855e-01,-8.824545323463569346e+00,3.406491773429186853e+00,7.737117849678461390e+00,4.000000000000000000e+00
-5.589039669924590115e+00,3.175756447252025438e+00,-1.696557412186715075e+00,4.489428028816847771e+00,0.000000000000000000e+00
-5.960231120678230354e+00,2.247958403916347603e+00,-1.646459726059044337e+00,5.148668491100300670e+00,0.000000000000000000e+00
8.727473183343892771e+00,7.205143479141861818e+00,-3.058661566018720634e+00,8.474221359825057087e-01,2.000000000000000000e+00
3.474664729721120171e+00,3.651347381467089370e+00,-3.758448375533678387e+00,4.055876070695108027e-01,3.000000000000000000e+00
-6.027701616914474592e+00,3.228985604271168874e+00,-1.226641551149395104e+00,6.150193256566077515e+00,0.000000000000000000e+00
-7.617954726658304310e+00,1.719528970972551196e+00,-4.022091469062599733e-01,4.922470172892198015e+00,0.000000000000000000e+00
5.322997716952611924e+00,-3.497612197939107048e+00,-3.184059844985622334e+00,5.862076160566199512e+00,1.000000000000000000e+00
