f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,label
-2.348939771268701904e+00,-9.110290096208174759e+00,-1.800161128642361330e+00,9.566270565192318998e+00,-7.017221241514839392e+00,-8.082032424024133022e+00,5.110854510675826745e+00,1.345580167285319817e+00,-3.574270565884141160e-01,-8.589380033238766643e+00,-4.734950549697924949e+00,8.519903254127973113e+00,-1.733006431891855437e+00,5.413479200144526438e-01,-1.072655488400558177e+01,-4.222762851621950198e+00,-1.016947305744510421e+00,6.375481095781032614e-01,8.844282878739379683e+00,3.315942484989896410e+00,3.318294179319128290e+00,-8.181145552256539943e+00,5.125706532335506438e+00,7.022849890647295368e+00,3.093256695309198001e+00,-1.330006472104926285e+00,-6.640974203640786833e+00,2.072378850195546018e+00,9.751743343224591465e-01,9.761267638221763576e+00,4.373816897729176922e-02,-3.966618649169090793e-01,2.000000000000000000e+00
-6.517532493415289174e+00,1.778734374138138064e+00,-5.725819258518995980e-01,5.923212271023335695e+00,6.889680832786137188e+00,-4.093590874114662270e+00,-2.384442422138363771e+00,5.952184667142501162e+00,1.077705028496628792e+01,6.846446660991974298e+00,-2.912585849762385326e+00,-6.091129197041420529e-01,4.140049326744839497e+00,3.976761780225636755e+00,-3.022438050214162786e+00,3.527128756714510427e-01,2.950788798831017745e-01,-9.521589585193282801e+00,4.991983166962707053e+00,7.482382740281124711e+00,-4.051729222992616286e+00,1.622265168154433335e+00,-9.133304620367558968e+00,-1.514538410304047344e+00,8.249549302609027635e+00,2.875236740865922069e+00,-8.988633697570718173e-01,4.095866583849819165e+00,-4.599164637332643579e+00,1.026937618308532585e+00,5.026889337748345454e+00,-1.355374991745240010e+00,0.000000000000000000e+00
-3.639688282378055639e+00,-8.971493270774981710e+00,-1.509635160091963080e+00,8.746261643950756337e+00,-7.049047106508801619e+00,-8.475005305828533508e+00,4.415733071624974748e+00,2.839535634409550369e+00,-6.187707914448599134e-01,-7.479059376039796092e+00,-4.139469743669787150e+00,7.470751093203994664e+00,-1.447435009237038495e+00,-3.415540493498721020e-01,-1.014153297847230206e+01,-4.816859746747685023e+00,-2.847758025444812713e+00,1.047500098926904100e+00,8.631282302025708120e+00,3.025893511234398314e+00,4.067005827152673447e+00,-7.087551866627088692e+00,3.205343350932781998e+00,6.018128347160482505e+00,2.844298965356200970e+00,-1.558679089068162771e+00,-6.996768502168418280e+00,1.449878514257225692e+00,1.180502337229595078e+00,9.335001929902510653e+00,9.713233065480875172e-01,-1.334090337303737717e-01,2.000000000000000000e+00
7.364397974656601953e+00,-8.378785579187635335e+00,4.946669302333495999e+00,4.501526858876487402e+00,-5.606265599960241097e+00,7.747609858139240302e+00,-1.923634503802697626e+00,7.906025369510038203e+00,-8.457120903825122937e+00,-7.238139014526746351e+00,-1.035432804611399682e+01,2.347584422480125887e+00,1.764572237512048947e+00,-1.097826419376349172e+00,-9.499665146360642964e+00,-7.249348037465079830e-01,-4.363392945396938671e+00,-3.753457802413460997e-02,-7.864660407752225524e+00,2.776771016628666544e+00,1.348893456453335693e+00,-8.531486058386432703e+00,1.838703710338904784e+00,9.529107877280669214e+00,6.708966574792374793e+00,9.541366166158278261e+00,9.363619797315775983e+00,6.963644336594073891e+00,-4.324798358076226812e+00,3.482730157785731695e+00,-1.018922605831848571e+00,-5.503580250853101319e+00,1.000000000000000000e+00
-6.175816409225712178e+00,2.182444935638712114e+00,-1.629459304465291414e+00,5.882240804104428733e+00,4.659117143461447341e+00,-4.979876264540084030e+00,-3.845067744629395712e+00,6.441873780689072682e+00,9.046987752574432662e+00,7.801346735460422011e+00,-3.920923547825680089e+00,4.808084527674090225e-01,4.857955853591661821e+00,4.627777976038298213e+00,-3.956798628246788851e+00,-4.408119260000658013e-01,9.552176466564633595e-01,-1.000848520880747294e+01,6.181477398110823529e+00,9.453459040837721261e+00,-2.753436718836017594e+00,2.803459532229218620e+00,-9.230559833388664259e+00,-3.131911797308714718e+00,8.636170643922056911e+00,3.422962812345283545e+00,-1.451833433242959659e+00,6.736444629711204612e+00,-3.248901763372112672e+00,3.258276002768456525e-01,8.232194303861449569e+00,-2.273468974192038417e+00,0.000000000000000000e+00
-6.560896907425267877e+00,2.156677232508976694e+00,-1.595101983344972219e+00,5.512344183315507351e+00,5.524493695206614596e+00,-5.040934139819475135e+00,-4.138995366617411520e+00,6.199120135208105786e+00,8.924738640782633681e+00,8.063981170076505833e+00,-2.413005932994250813e+00,-4.713382601184261667e-01,4.284504764104151597e+00,5.904633821703631824e+00,-1.375209906491600576e+00,1.535550896317740666e+00,-1.091889416816666403e+00,-9.048093308347189279e+00,5.100282222985834224e+00,6.459010987246289304e+00,-2.532852502045636722e+00,2.014176855987073189e+00,-9.271616434644435856e+00,-3.697014860120735769e+00,7.423096193327465286e+00,3.278390963217662879e+00,-2.378792334268189812e+00,4.915258847370425954e+00,-3.664407183438824767e+00,2.240143713447462659e+00,8.080413259242291701e+00,-2.680675917488220428e+00,0.000000000000000000e+00
-5.082265369806878041e+00,2.458952520438713041e+00,-1.413823700088371105e+00,6.984980155180958050e+00,6.340469286171097174e+00,-4.657382235476364762e+00,-3.536184803006907629e+00,5.232447568868136223e+00,8.669379602470973722e+00,7.693804337175571106e+00,-2.269383971399068223e+00,3.056895276109149878e-02,4.747706587505724052e+00,4.783781735240824062e+00,-3.435501238595589868e+00,3.960277212485108222e-01,-1.329306675654104986e-01,-1.032732416637727013e+01,4.293068960905904063e+00,6.834487698479343898e+00,-3.083871343836928514e+00,2.467200048761656106e+00,-9.341241625276111904e+00,-1.969247578647762342e+00,9.903438317253357326e+00,4.008177512732455483e+00,-8.379154250760512124e-01,5.884592608567366767e+00,-3.304495217726182599e+00,2.123708945454670705e+00,6.490492500226547889e+00,-7.554018318764478268e-01,0.000000000000000000e+00
5.691261861549192780e+00,-8.294079358359123688e+00,2.701341059091609154e+00,4.072567096661255270e+00,-4.178343976666821113e+00,8.657842470371981847e+00,-3.701803909199072873e-01,8.687819006865995064e+00,-9.138318473724091007e+00,-6.446081036073215920e+00,-7.592823195533535241e+00,3.356234276295340102e+00,2.624382601079052080e+00,8.784081634345844991e-01,-8.580352337602477064e+00,-1.381360514452731891e-01,-3.416799478449983773e+00,3.508268630731859461e-01,-8.079577398286968304e+00,1.189793602058284661e+00,5.829091365302780936e-01,-9.293565262817981676e+00,1.573154518402157809e+00,9.064050643531425422e+00,6.279519536417668135e+00,1.148995693321361422e+01,9.489923160602286245e+00,5.031116087940209702e+00,-2.946574823111102859e+00,1.740689093566037737e+00,-1.407535542190119227e+00,-5.117742116235206140e+00,1.000000000000000000e+00
5.017307191198634442e-01,6.116378921084183240e+00,-8.886997637847006359e+00,3.864321848342676446e+00,5.431618688327925604e+00,4.950730029071445770e+00,5.779255649833603847e+00,2.190786919993122694e+00,9.573240395706385186e+00,-6.951754347840720882e+00,-8.051201594256522043e+00,2.390932835663468481e+00,-8.012590262471212199e+00,8.672924421230280956e+00,-4.778035669805439589e+00,-5.857169343742400613e+00,-8.949613357692982607e-01,9.118009268491666930e+00,7.042236257064171667e+00,-6.211724642603778435e+00,-3.167642395979766157e+00,-5.540465203821284490e+00,7.420687539425904866e+00,6.129554606448905041e+00,3.753066588051156227e+00,8.627921148831335429e+00,5.534205081461083253e+00,8.511941382705032755e-01,-3.899215847755354236e+00,-7.225946000791245716e+00,-4.084970046233197927e+00,1.791857713501412652e+00,3.000000000000000000e+00
1.257920403025760248e+00,6.983101217387910786e+00,-9.520230522269242712e+00,2.642969068190239135e+00,4.992193876926861229e+00,1.838746549679270537e+00,5.654778462359607794e+00,-3.776102826289884362e-01,8.986219291583090296e+00,-6.502018085298503003e+00,-9.955738227635478665e+00,1.692488055559939752e-01,-8.555100238047504746e+00,1.004099667406867269e+01,-2.310899908964421989e+00,-4.348010435199045176e+00,-2.520274264577826440e-02,7.753893248903532154e+00,9.780257299079522681e+00,-6.331341363820872203e+00,-4.118180024079692636e+00,-6.928161440918111147e+00,8.081744761609936489e+00,3.324382667694766091e+00,4.097666764238843129e+00,9.247539903326362776e+00,6.397357503974737014e+00,2.419243587807366147e+00,-6.041845613710925988e+00,-6.374862918725446193e+00,-3.138362451630720251e+00,1.818260043390050207e+00,3.000000000000000000e+00
-6.299419272891278787e+00,3.911921583872957520e+00,-8.523512823509487024e-01,5.678648491514372232e+00,5.359855067109988269e+00,-3.841269924356722321e+00,-3.313313201933019148e+00,7.256709983333300862e+00,9.740133048416629080e+00,6.465803549496440539e+00,-2.341988848344191521e+00,-4.358741882772965148e-01,4.529165099736125910e+00,3.348190986788098567e+00,-2.831378618285125714e+00,6.336133071358258650e-01,-2.020133151754745171e+00,-1.045684753760371599e+01,4.925132948332789695e+00,8.054459976105976082e+00,-2.130843706254662795e+00,2.381400547617941399e+00,-8.545015059479576180e+00,-1.750526986031058163e+00,8.289628959887398452e+00,4.207793972237702462e+00,-2.374733788949287216e+00,6.919957956061634441e+00,-4.058746530549199427e+00,2.600975057784928879e-01,7.187546443254813511e+00,-5.842761152660358448e-01,0.000000000000000000e+00
-6.712880413496835175e+00,2.995060023150286188e+00,-2.115240419625035173e+00,5.718558275451104400e+00,5.731192142287388158e+00,-4.257113536218234628e+00,-4.315945727062906023e+00,4.610895868493663841e+00,9.200041031251531720e+00,6.870102452482024447e+00,-1.789228088488122204e+00,-4.352941661167591403e-01,2.871716419896915617e+00,5.669494930900021323e+00,-2.301285261906118151e+00,1.321755326535202446e+00,3.215472412116340828e-01,-9.607760440154894610e+00,5.545562551230438508e+00,8.023963192849423720e+00,-3.647059181943158812e+00,8.428106206407699474e-01,-8.730923850698870226e+00,-3.258510301907795892e+00,8.311643256375127464e+00,1.334411143605086281e+00,-2.421976022279776153e+00,5.089336970059707532e+00,-3.723730325124956941e+00,1.298983556056663602e+00,5.795585030984942598e+00,-4.874179691011550908e-01,0.000000000000000000e+00
